Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,
TIME,HR,CPM,TIME,HR,CPM,TIME,HR,CPM,
2019-06-15 20-33-16,146,0,2019-06-15 20-33-16,157,0,2019-06-15 20-33-18,192,0,
2019-06-15 20-33-17,145,0,2019-06-15 20-33-17,157,0,2019-06-15 20-33-19,192,0,
2019-06-15 20-33-18,147,0,2019-06-15 20-33-18,157,0,2019-06-15 20-33-20,192,0,
2019-06-15 20-33-19,146,0,2019-06-15 20-33-19,159,0,2019-06-15 20-33-21,192,0,
2019-06-15 20-33-20,146,0,2019-06-15 20-33-20,159,0,2019-06-15 20-33-22,192,0,
2019-06-15 20-33-21,146,0,2019-06-15 20-33-21,159,0,2019-06-15 20-33-23,194,0,
2019-06-15 20-33-22,146,0,2019-06-15 20-33-22,159,0,2019-06-15 20-33-24,194,0,
2019-06-15 20-33-23,145,0,2019-06-15 20-33-23,159,0,2019-06-15 20-33-25,194,0,
2019-06-15 20-33-24,144,0,2019-06-15 20-33-24,159,0,2019-06-15 20-33-26,194,0,
2019-06-15 20-33-25,144,0,2019-06-15 20-33-25,158,0,2019-06-15 20-33-27,193,0,
2019-06-15 20-33-26,143,0,2019-06-15 20-33-26,158,0,2019-06-15 20-33-28,195,0,
2019-06-15 20-33-27,142,0,2019-06-15 20-33-27,158,0,2019-06-15 20-33-29,195,0,
2019-06-15 20-33-28,141,0,2019-06-15 20-33-28,158,0,2019-06-15 20-33-30,197,0,
2019-06-15 20-33-29,142,0,2019-06-15 20-33-29,158,0,2019-06-15 20-33-31,199,0,
2019-06-15 20-33-30,143,0,2019-06-15 20-33-30,158,0,2019-06-15 20-33-32,199,0,
2019-06-15 20-33-31,144,0,2019-06-15 20-33-31,157,0,2019-06-15 20-33-33,199,0,
2019-06-15 20-33-32,145,0,2019-06-15 20-33-32,157,0,2019-06-15 20-33-34,199,0,
2019-06-15 20-33-33,144,0,2019-06-15 20-33-33,157,0,2019-06-15 20-33-35,199,0,
2019-06-15 20-33-34,145,0,2019-06-15 20-33-34,158,0,2019-06-15 20-33-36,198,0,
2019-06-15 20-33-35,145,0,2019-06-15 20-33-35,158,0,2019-06-15 20-33-37,198,0,
2019-06-15 20-33-36,146,0,2019-06-15 20-33-36,158,0,2019-06-15 20-33-38,198,0,
2019-06-15 20-33-37,145,0,2019-06-15 20-33-37,158,0,2019-06-15 20-33-39,201,0,
2019-06-15 20-33-38,144,0,2019-06-15 20-33-38,158,0,2019-06-15 20-33-40,200,0,
2019-06-15 20-33-39,143,0,2019-06-15 20-33-39,158,0,2019-06-15 20-33-41,200,0,
2019-06-15 20-33-40,144,0,2019-06-15 20-33-40,157,0,2019-06-15 20-33-42,200,0,
2019-06-15 20-33-41,146,0,2019-06-15 20-33-41,157,0,2019-06-15 20-33-43,199,0,
2019-06-15 20-33-42,145,0,2019-06-15 20-33-42,157,0,2019-06-15 20-33-44,199,0,
2019-06-15 20-33-43,148,0,2019-06-15 20-33-43,157,0,2019-06-15 20-33-45,199,0,
2019-06-15 20-33-44,149,0,2019-06-15 20-33-44,157,0,2019-06-15 20-33-46,199,0,
2019-06-15 20-33-45,151,0,2019-06-15 20-33-45,157,0,2019-06-15 20-33-47,199,0,
2019-06-15 20-33-46,153,0,2019-06-15 20-33-46,157,0,2019-06-15 20-33-48,199,0,
2019-06-15 20-33-47,152,0,2019-06-15 20-33-47,158,0,2019-06-15 20-33-49,201,0,
2019-06-15 20-33-48,151,0,2019-06-15 20-33-48,160,0,2019-06-15 20-33-50,201,0,
2019-06-15 20-33-49,151,0,2019-06-15 20-33-49,160,0,2019-06-15 20-33-51,203,0,
2019-06-15 20-33-50,150,0,2019-06-15 20-33-50,160,0,2019-06-15 20-33-52,202,0,
2019-06-15 20-33-51,150,0,2019-06-15 20-33-51,160,0,2019-06-15 20-33-53,202,0,
2019-06-15 20-33-52,152,0,2019-06-15 20-33-52,160,0,2019-06-15 20-33-54,202,0,
2019-06-15 20-33-53,154,0,2019-06-15 20-33-53,160,0,2019-06-15 20-33-55,202,0,
2019-06-15 20-33-54,155,0,2019-06-15 20-33-54,160,0,2019-06-15 20-33-56,201,0,
2019-06-15 20-33-55,154,0,2019-06-15 20-33-55,160,0,2019-06-15 20-33-57,201,0,
2019-06-15 20-33-56,153,0,2019-06-15 20-33-56,160,0,2019-06-15 20-33-58,201,0,
2019-06-15 20-33-57,153,0,2019-06-15 20-33-57,159,0,2019-06-15 20-33-59,201,0,
2019-06-15 20-33-58,155,0,2019-06-15 20-33-58,159,0,2019-06-15 20-34-00,200,0,
2019-06-15 20-33-59,156,0,2019-06-15 20-33-59,159,0,2019-06-15 20-34-01,200,0,
2019-06-15 20-34-00,156,0,2019-06-15 20-34-00,159,0,2019-06-15 20-34-02,200,0,
2019-06-15 20-34-01,155,0,2019-06-15 20-34-01,159,0,2019-06-15 20-34-03,200,0,
2019-06-15 20-34-02,155,0,2019-06-15 20-34-02,159,0,2019-06-15 20-34-04,199,0,
2019-06-15 20-34-03,154,0,2019-06-15 20-34-03,159,0,2019-06-15 20-34-05,199,0,
2019-06-15 20-34-04,153,0,2019-06-15 20-34-04,159,0,2019-06-15 20-34-06,201,0,
2019-06-15 20-34-05,152,0,2019-06-15 20-34-05,159,0,2019-06-15 20-34-07,201,0,
2019-06-15 20-34-06,150,0,2019-06-15 20-34-06,159,0,2019-06-15 20-34-08,201,0,
2019-06-15 20-34-07,149,0,2019-06-15 20-34-07,159,0,2019-06-15 20-34-09,201,0,
2019-06-15 20-34-08,148,0,2019-06-15 20-34-08,159,0,2019-06-15 20-34-10,201,0,
2019-06-15 20-34-09,147,0,2019-06-15 20-34-09,159,0,2019-06-15 20-34-11,201,0,
2019-06-15 20-34-10,147,0,2019-06-15 20-34-10,159,0,2019-06-15 20-34-12,201,0,
2019-06-15 20-34-11,146,0,2019-06-15 20-34-11,159,0,2019-06-15 20-34-13,201,0,
2019-06-15 20-34-12,145,0,2019-06-15 20-34-12,159,0,2019-06-15 20-34-14,201,0,
2019-06-15 20-34-13,144,0,2019-06-15 20-34-13,159,0,2019-06-15 20-34-15,201,0,
2019-06-15 20-34-14,143,0,2019-06-15 20-34-14,159,0,2019-06-15 20-34-16,201,0,
2019-06-15 20-34-15,142,0,2019-06-15 20-34-15,159,0,2019-06-15 20-34-17,201,0,
2019-06-15 20-34-16,141,0,2019-06-15 20-34-16,159,0,2019-06-15 20-34-18,202,0,
2019-06-15 20-34-17,141,0,2019-06-15 20-34-17,159,0,2019-06-15 20-34-19,204,0,
2019-06-15 20-34-18,140,0,2019-06-15 20-34-18,159,0,2019-06-15 20-34-20,206,0,
2019-06-15 20-34-19,141,0,2019-06-15 20-34-19,160,0,2019-06-15 20-34-21,206,0,
2019-06-15 20-34-20,142,0,2019-06-15 20-34-20,160,0,2019-06-15 20-34-22,206,0,
2019-06-15 20-34-21,141,0,2019-06-15 20-34-21,160,0,2019-06-15 20-34-23,205,0,
2019-06-15 20-34-22,143,0,2019-06-15 20-34-22,160,0,2019-06-15 20-34-24,205,0,
2019-06-15 20-34-23,142,0,2019-06-15 20-34-23,160,0,2019-06-15 20-34-25,205,0,
2019-06-15 20-34-24,141,0,2019-06-15 20-34-24,160,0,2019-06-15 20-34-26,204,0,
2019-06-15 20-34-25,141,0,2019-06-15 20-34-25,160,0,2019-06-15 20-34-27,204,0,
2019-06-15 20-34-26,140,0,2019-06-15 20-34-26,160,0,2019-06-15 20-34-28,204,0,
2019-06-15 20-34-27,141,0,2019-06-15 20-34-27,160,0,2019-06-15 20-34-29,207,0,
2019-06-15 20-34-28,140,0,2019-06-15 20-34-28,160,0,2019-06-15 20-34-30,207,0,
2019-06-15 20-34-29,142,0,2019-06-15 20-34-29,160,0,2019-06-15 20-34-31,207,0,
2019-06-15 20-34-30,143,0,2019-06-15 20-34-30,161,0,2019-06-15 20-34-32,206,0,
2019-06-15 20-34-31,144,0,2019-06-15 20-34-31,161,0,2019-06-15 20-34-33,206,0,
2019-06-15 20-34-32,145,0,2019-06-15 20-34-32,162,0,2019-06-15 20-34-34,206,0,
2019-06-15 20-34-33,144,0,2019-06-15 20-34-33,162,0,2019-06-15 20-34-35,206,0,
2019-06-15 20-34-34,144,0,2019-06-15 20-34-34,162,0,2019-06-15 20-34-36,205,0,
2019-06-15 20-34-35,145,0,2019-06-15 20-34-35,161,0,2019-06-15 20-34-37,205,0,
2019-06-15 20-34-36,146,0,2019-06-15 20-34-36,161,0,2019-06-15 20-34-38,205,0,
2019-06-15 20-34-37,145,0,2019-06-15 20-34-37,161,0,2019-06-15 20-34-39,205,0,
2019-06-15 20-34-38,146,0,2019-06-15 20-34-38,161,0,2019-06-15 20-34-40,205,0,
2019-06-15 20-34-39,146,0,2019-06-15 20-34-39,161,0,2019-06-15 20-34-41,205,0,
2019-06-15 20-34-40,147,0,2019-06-15 20-34-40,161,0,2019-06-15 20-34-42,205,0,
2019-06-15 20-34-41,148,0,2019-06-15 20-34-41,161,0,2019-06-15 20-34-43,205,0,
2019-06-15 20-34-42,148,0,2019-06-15 20-34-42,161,0,2019-06-15 20-34-44,205,0,
2019-06-15 20-34-43,150,0,2019-06-15 20-34-43,161,0,2019-06-15 20-34-45,205,0,
2019-06-15 20-34-44,152,0,2019-06-15 20-34-44,161,0,2019-06-15 20-34-46,205,0,
2019-06-15 20-34-45,152,0,2019-06-15 20-34-45,161,0,2019-06-15 20-34-47,205,0,
2019-06-15 20-34-46,152,0,2019-06-15 20-34-46,161,0,2019-06-15 20-34-48,205,0,
2019-06-15 20-34-47,152,0,2019-06-15 20-34-47,161,0,2019-06-15 20-34-49,205,0,
2019-06-15 20-34-48,151,0,2019-06-15 20-34-48,161,0,2019-06-15 20-34-50,204,0,
2019-06-15 20-34-49,152,0,2019-06-15 20-34-49,161,0,2019-06-15 20-34-51,204,0,
2019-06-15 20-34-50,151,0,2019-06-15 20-34-50,161,0,2019-06-15 20-34-52,203,0,
2019-06-15 20-34-51,153,0,2019-06-15 20-34-51,161,0,2019-06-15 20-34-53,203,0,
2019-06-15 20-34-52,155,0,2019-06-15 20-34-52,161,0,2019-06-15 20-34-54,203,0,
2019-06-15 20-34-53,158,0,2019-06-15 20-34-53,161,0,2019-06-15 20-34-55,202,0,
2019-06-15 20-34-54,161,0,2019-06-15 20-34-54,161,0,2019-06-15 20-34-56,202,0,
2019-06-15 20-34-55,162,0,2019-06-15 20-34-55,161,0,2019-06-15 20-34-57,201,0,
2019-06-15 20-34-56,161,0,2019-06-15 20-34-56,161,0,2019-06-15 20-34-58,201,0,
2019-06-15 20-34-57,163,0,2019-06-15 20-34-56,161,0,2019-06-15 20-34-59,200,0,
2019-06-15 20-34-58,162,0,2019-06-15 20-34-57,161,0,2019-06-15 20-35-00,200,0,
2019-06-15 20-34-59,163,0,2019-06-15 20-34-59,160,0,2019-06-15 20-35-01,199,0,
2019-06-15 20-35-00,164,0,2019-06-15 20-34-59,160,0,2019-06-15 20-35-02,198,0,
2019-06-15 20-35-01,165,0,2019-06-15 20-35-00,160,0,2019-06-15 20-35-03,198,0,
2019-06-15 20-35-02,165,0,2019-06-15 20-35-01,162,0,2019-06-15 20-35-04,197,0,
2019-06-15 20-35-03,165,0,2019-06-15 20-35-02,161,0,2019-06-15 20-35-05,197,0,
2019-06-15 20-35-04,165,0,2019-06-15 20-35-03,161,0,2019-06-15 20-35-06,196,0,
2019-06-15 20-35-05,165,0,2019-06-15 20-35-04,161,0,2019-06-15 20-35-07,196,0,
2019-06-15 20-35-06,165,0,2019-06-15 20-35-05,161,0,2019-06-15 20-35-08,195,0,
2019-06-15 20-35-07,164,0,2019-06-15 20-35-06,161,0,2019-06-15 20-35-09,195,0,
2019-06-15 20-35-08,164,0,2019-06-15 20-35-07,161,0,2019-06-15 20-35-10,194,0,
2019-06-15 20-35-09,165,0,2019-06-15 20-35-08,161,0,2019-06-15 20-35-12,194,0,
2019-06-15 20-35-10,165,0,2019-06-15 20-35-09,161,0,2019-06-15 20-35-12,195,0,
2019-06-15 20-35-11,165,0,2019-06-15 20-35-10,161,0,2019-06-15 20-35-14,196,0,
2019-06-15 20-35-12,165,0,2019-06-15 20-35-11,161,0,2019-06-15 20-35-15,196,0,
2019-06-15 20-35-13,164,0,2019-06-15 20-35-12,161,0,2019-06-15 20-35-16,195,0,
2019-06-15 20-35-14,164,0,2019-06-15 20-35-13,161,0,2019-06-15 20-35-17,195,0,
2019-06-15 20-35-15,164,0,2019-06-15 20-35-14,161,0,2019-06-15 20-35-18,194,0,
2019-06-15 20-35-16,164,0,2019-06-15 20-35-15,163,0,2019-06-15 20-35-19,194,0,
2019-06-15 20-35-17,163,0,2019-06-15 20-35-16,163,0,2019-06-15 20-35-20,194,0,
2019-06-15 20-35-18,162,0,2019-06-15 20-35-17,162,0,2019-06-15 20-35-21,194,0,
2019-06-15 20-35-19,163,0,2019-06-15 20-35-18,163,0,2019-06-15 20-35-22,193,0,
2019-06-15 20-35-20,165,0,2019-06-15 20-35-19,163,0,2019-06-15 20-35-23,193,0,
2019-06-15 20-35-21,163,0,2019-06-15 20-35-20,163,0,2019-06-15 20-35-24,193,0,
2019-06-15 20-35-22,162,0,2019-06-15 20-35-21,162,0,2019-06-15 20-35-25,193,0,
2019-06-15 20-35-23,164,0,2019-06-15 20-35-22,162,0,2019-06-15 20-35-26,193,0,
2019-06-15 20-35-24,165,0,2019-06-15 20-35-23,162,0,2019-06-15 20-35-27,193,0,
2019-06-15 20-35-25,166,0,2019-06-15 20-35-24,162,0,2019-06-15 20-35-28,192,0,
2019-06-15 20-35-26,167,0,2019-06-15 20-35-25,162,0,2019-06-15 20-35-29,192,0,
2019-06-15 20-35-27,168,0,2019-06-15 20-35-26,162,0,2019-06-15 20-35-30,192,0,
2019-06-15 20-35-28,169,0,2019-06-15 20-35-27,162,0,2019-06-15 20-35-31,192,0,
2019-06-15 20-35-29,170,0,2019-06-15 20-35-28,162,0,2019-06-15 20-35-32,192,0,
2019-06-15 20-35-30,171,0,2019-06-15 20-35-29,162,0,2019-06-15 20-35-33,192,0,
2019-06-15 20-35-31,172,0,2019-06-15 20-35-30,162,0,2019-06-15 20-35-34,192,0,
2019-06-15 20-35-32,171,0,2019-06-15 20-35-31,162,0,2019-06-15 20-35-35,192,0,
2019-06-15 20-35-33,170,0,2019-06-15 20-35-32,162,0,2019-06-15 20-35-36,191,0,
2019-06-15 20-35-34,171,0,2019-06-15 20-35-33,162,0,2019-06-15 20-35-37,191,0,
2019-06-15 20-35-35,173,0,2019-06-15 20-35-34,162,0,2019-06-15 20-35-38,191,0,
2019-06-15 20-35-36,172,0,2019-06-15 20-35-35,162,0,2019-06-15 20-35-39,191,0,
2019-06-15 20-35-37,171,0,2019-06-15 20-35-36,162,0,2019-06-15 20-35-40,191,0,
2019-06-15 20-35-38,170,0,2019-06-15 20-35-37,162,0,2019-06-15 20-35-41,191,0,
2019-06-15 20-35-39,171,0,2019-06-15 20-35-38,162,0,2019-06-15 20-35-42,191,0,
2019-06-15 20-35-40,170,0,2019-06-15 20-35-39,162,0,2019-06-15 20-35-43,191,0,
2019-06-15 20-35-41,170,0,2019-06-15 20-35-40,162,0,2019-06-15 20-35-44,191,0,
2019-06-15 20-35-42,169,0,2019-06-15 20-35-41,161,0,2019-06-15 20-35-45,192,0,
2019-06-15 20-35-43,168,0,2019-06-15 20-35-42,163,0,2019-06-15 20-35-46,194,0,
2019-06-15 20-35-44,167,0,2019-06-15 20-35-43,163,0,2019-06-15 20-35-47,196,0,
2019-06-15 20-35-45,166,0,2019-06-15 20-35-44,163,0,2019-06-15 20-35-48,197,0,
2019-06-15 20-35-46,165,0,2019-06-15 20-35-45,163,0,2019-06-15 20-35-49,199,0,
2019-06-15 20-35-47,164,0,2019-06-15 20-35-46,163,0,2019-06-15 20-35-50,198,0,
2019-06-15 20-35-48,166,0,2019-06-15 20-35-47,163,0,2019-06-15 20-35-51,198,0,
2019-06-15 20-35-49,165,0,2019-06-15 20-35-48,163,0,2019-06-15 20-35-52,198,0,
2019-06-15 20-35-50,164,0,2019-06-15 20-35-49,163,0,2019-06-15 20-35-53,198,0,
2019-06-15 20-35-51,163,0,2019-06-15 20-35-50,163,0,2019-06-15 20-35-54,198,0,
2019-06-15 20-35-52,162,0,2019-06-15 20-35-51,163,0,2019-06-15 20-35-55,198,0,
2019-06-15 20-35-53,162,0,2019-06-15 20-35-52,163,0,2019-06-15 20-35-56,198,0,
2019-06-15 20-35-54,161,0,2019-06-15 20-35-53,163,0,2019-06-15 20-35-57,198,0,
2019-06-15 20-35-55,160,0,2019-06-15 20-35-54,163,0,2019-06-15 20-35-58,200,0,
2019-06-15 20-35-56,159,0,2019-06-15 20-35-55,162,0,2019-06-15 20-35-59,202,0,
2019-06-15 20-35-57,158,0,2019-06-15 20-35-56,162,0,2019-06-15 20-36-00,201,0,
2019-06-15 20-35-58,157,0,2019-06-15 20-35-57,162,0,2019-06-15 20-36-01,201,0,
2019-06-15 20-35-59,156,0,2019-06-15 20-35-58,162,0,2019-06-15 20-36-02,201,0,
2019-06-15 20-36-00,155,0,2019-06-15 20-35-59,162,0,2019-06-15 20-36-03,201,0,
2019-06-15 20-36-01,154,0,2019-06-15 20-36-00,162,0,2019-06-15 20-36-04,201,0,
2019-06-15 20-36-02,154,0,2019-06-15 20-36-01,162,0,2019-06-15 20-36-05,200,0,
2019-06-15 20-36-03,153,0,2019-06-15 20-36-02,162,0,2019-06-15 20-36-06,200,0,
2019-06-15 20-36-04,154,0,2019-06-15 20-36-03,162,0,2019-06-15 20-36-07,200,0,
2019-06-15 20-36-05,156,0,2019-06-15 20-36-04,161,0,2019-06-15 20-36-08,200,0,
2019-06-15 20-36-06,157,0,2019-06-15 20-36-05,161,0,2019-06-15 20-36-09,200,0,
2019-06-15 20-36-07,156,0,2019-06-15 20-36-06,161,0,2019-06-15 20-36-10,200,0,
2019-06-15 20-36-08,155,0,2019-06-15 20-36-07,161,0,2019-06-15 20-36-11,201,0,
2019-06-15 20-36-09,155,0,2019-06-15 20-36-08,161,0,2019-06-15 20-36-12,201,0,
2019-06-15 20-36-10,154,0,2019-06-15 20-36-09,161,0,2019-06-15 20-36-13,201,0,
2019-06-15 20-36-11,154,0,2019-06-15 20-36-10,161,0,2019-06-15 20-36-14,200,0,
2019-06-15 20-36-12,153,0,2019-06-15 20-36-11,161,0,2019-06-15 20-36-15,200,0,
2019-06-15 20-36-13,153,0,2019-06-15 20-36-12,161,0,2019-06-15 20-36-16,200,0,
2019-06-15 20-36-14,154,0,2019-06-15 20-36-13,161,0,2019-06-15 20-36-17,200,0,
2019-06-15 20-36-15,155,0,2019-06-15 20-36-14,161,0,2019-06-15 20-36-18,200,0,
2019-06-15 20-36-16,154,0,2019-06-15 20-36-15,161,0,2019-06-15 20-36-19,200,0,
2019-06-15 20-36-17,154,0,2019-06-15 20-36-16,161,0,2019-06-15 20-36-20,199,0,
2019-06-15 20-36-18,153,0,2019-06-15 20-36-17,161,0,2019-06-15 20-36-21,199,0,
2019-06-15 20-36-19,154,0,2019-06-15 20-36-18,161,0,2019-06-15 20-36-22,199,0,
2019-06-15 20-36-20,156,0,2019-06-15 20-36-19,160,0,2019-06-15 20-36-23,199,0,
2019-06-15 20-36-21,157,0,2019-06-15 20-36-20,160,0,2019-06-15 20-36-24,199,0,
2019-06-15 20-36-22,156,0,2019-06-15 20-36-21,160,0,2019-06-15 20-36-25,199,0,
2019-06-15 20-36-23,156,0,2019-06-15 20-36-22,159,0,2019-06-15 20-36-26,198,0,
2019-06-15 20-36-24,157,0,2019-06-15 20-36-23,159,0,2019-06-15 20-36-27,198,0,
2019-06-15 20-36-25,157,0,2019-06-15 20-36-24,160,0,2019-06-15 20-36-28,198,0,
2019-06-15 20-36-26,158,0,2019-06-15 20-36-25,160,0,2019-06-15 20-36-29,198,0,
2019-06-15 20-36-27,158,0,2019-06-15 20-36-26,161,0,2019-06-15 20-36-30,198,0,
2019-06-15 20-36-28,159,0,2019-06-15 20-36-27,163,0,2019-06-15 20-36-31,198,0,
2019-06-15 20-36-29,160,0,2019-06-15 20-36-28,164,0,2019-06-15 20-36-32,198,0,
2019-06-15 20-36-30,160,0,2019-06-15 20-36-29,165,0,2019-06-15 20-36-33,197,0,
2019-06-15 20-36-31,161,0,2019-06-15 20-36-30,167,0,2019-06-15 20-36-34,197,0,
2019-06-15 20-36-32,161,0,2019-06-15 20-36-31,167,0,2019-06-15 20-36-35,197,0,
2019-06-15 20-36-33,162,0,2019-06-15 20-36-32,168,0,2019-06-15 20-36-36,197,0,
2019-06-15 20-36-34,161,0,2019-06-15 20-36-33,168,0,2019-06-15 20-36-37,197,0,
2019-06-15 20-36-35,160,0,2019-06-15 20-36-34,168,0,2019-06-15 20-36-38,197,0,
2019-06-15 20-36-36,161,0,2019-06-15 20-36-35,168,0,2019-06-15 20-36-39,197,0,
2019-06-15 20-36-37,161,0,2019-06-15 20-36-36,168,0,2019-06-15 20-36-40,197,0,
2019-06-15 20-36-38,161,0,2019-06-15 20-36-37,168,0,2019-06-15 20-36-41,197,0,
2019-06-15 20-36-39,162,0,2019-06-15 20-36-38,168,0,2019-06-15 20-36-42,196,0,
2019-06-15 20-36-40,162,0,2019-06-15 20-36-39,168,0,2019-06-15 20-36-43,196,0,
2019-06-15 20-36-41,161,0,2019-06-15 20-36-40,168,0,2019-06-15 20-36-44,195,0,
2019-06-15 20-36-42,160,0,2019-06-15 20-36-41,168,0,2019-06-15 20-36-45,195,0,
2019-06-15 20-36-43,161,0,2019-06-15 20-36-42,168,0,2019-06-15 20-36-46,195,0,
2019-06-15 20-36-44,160,0,2019-06-15 20-36-43,168,0,2019-06-15 20-36-47,197,0,
2019-06-15 20-36-45,160,0,2019-06-15 20-36-44,168,0,2019-06-15 20-36-48,198,0,
2019-06-15 20-36-46,160,0,2019-06-15 20-36-45,168,0,2019-06-15 20-36-49,198,0,
2019-06-15 20-36-47,159,0,2019-06-15 20-36-46,168,0,2019-06-15 20-36-50,198,0,
2019-06-15 20-36-48,159,0,2019-06-15 20-36-47,168,0,2019-06-15 20-36-51,198,0,
2019-06-15 20-36-49,158,0,2019-06-15 20-36-48,168,0,2019-06-15 20-36-52,199,0,
2019-06-15 20-36-50,159,0,2019-06-15 20-36-49,169,0,2019-06-15 20-36-53,199,0,
2019-06-15 20-36-51,158,0,2019-06-15 20-36-50,169,0,2019-06-15 20-36-54,198,0,
2019-06-15 20-36-52,158,0,2019-06-15 20-36-51,168,0,2019-06-15 20-36-55,198,0,
2019-06-15 20-36-53,157,0,2019-06-15 20-36-52,168,0,2019-06-15 20-36-56,198,0,
2019-06-15 20-36-54,156,0,2019-06-15 20-36-53,168,0,2019-06-15 20-36-57,198,0,
2019-06-15 20-36-55,156,0,2019-06-15 20-36-54,168,0,2019-06-15 20-36-58,198,0,
2019-06-15 20-36-56,155,0,2019-06-15 20-36-55,168,0,2019-06-15 20-36-59,198,0,
2019-06-15 20-36-57,154,0,2019-06-15 20-36-56,168,0,2019-06-15 20-37-00,198,0,
2019-06-15 20-36-58,153,0,2019-06-15 20-36-57,169,0,2019-06-15 20-37-01,198,0,
2019-06-15 20-36-59,155,0,2019-06-15 20-36-58,169,0,2019-06-15 20-37-02,199,0,
2019-06-15 20-37-00,154,0,2019-06-15 20-36-59,169,0,2019-06-15 20-37-03,200,0,
2019-06-15 20-37-01,156,0,2019-06-15 20-37-00,169,0,2019-06-15 20-37-04,202,0,
2019-06-15 20-37-02,155,0,2019-06-15 20-37-01,169,0,2019-06-15 20-37-05,204,0,
2019-06-15 20-37-03,156,0,2019-06-15 20-37-02,169,0,2019-06-15 20-37-06,203,0,
2019-06-15 20-37-04,157,0,2019-06-15 20-37-03,169,0,2019-06-15 20-37-07,203,0,
2019-06-15 20-37-05,158,0,2019-06-15 20-37-04,169,0,2019-06-15 20-37-08,204,0,
2019-06-15 20-37-06,158,0,2019-06-15 20-37-05,169,0,2019-06-15 20-37-09,204,0,
2019-06-15 20-37-07,157,0,2019-06-15 20-37-06,169,0,2019-06-15 20-37-10,204,0,
2019-06-15 20-37-08,157,0,2019-06-15 20-37-07,169,0,2019-06-15 20-37-11,206,0,
2019-06-15 20-37-09,156,0,2019-06-15 20-37-08,169,0,2019-06-15 20-37-12,206,0,
2019-06-15 20-37-10,157,0,2019-06-15 20-37-09,169,0,2019-06-15 20-37-13,206,0,
2019-06-15 20-37-11,158,0,2019-06-15 20-37-10,169,0,2019-06-15 20-37-14,206,0,
2019-06-15 20-37-12,157,0,2019-06-15 20-37-11,169,0,2019-06-15 20-37-15,206,0,
2019-06-15 20-37-13,157,0,2019-06-15 20-37-12,169,0,2019-06-15 20-37-16,206,0,
2019-06-15 20-37-14,156,0,2019-06-15 20-37-13,168,0,2019-06-15 20-37-17,206,0,
2019-06-15 20-37-15,156,0,2019-06-15 20-37-14,168,0,2019-06-15 20-37-18,205,0,
2019-06-15 20-37-16,157,0,2019-06-15 20-37-15,168,0,2019-06-15 20-37-19,205,0,
2019-06-15 20-37-17,157,0,2019-06-15 20-37-16,168,0,2019-06-15 20-37-20,205,0,
2019-06-15 20-37-18,156,0,2019-06-15 20-37-17,168,0,2019-06-15 20-37-21,205,0,
2019-06-15 20-37-19,155,0,2019-06-15 20-37-18,168,0,2019-06-15 20-37-22,205,0,
2019-06-15 20-37-20,155,0,2019-06-15 20-37-19,168,0,2019-06-15 20-37-23,205,0,
2019-06-15 20-37-21,154,0,2019-06-15 20-37-20,168,0,2019-06-15 20-37-24,204,0,
2019-06-15 20-37-22,156,0,2019-06-15 20-37-21,168,0,2019-06-15 20-37-25,204,0,
2019-06-15 20-37-23,155,0,2019-06-15 20-37-22,168,0,2019-06-15 20-37-26,204,0,
2019-06-15 20-37-24,156,0,2019-06-15 20-37-23,168,0,2019-06-15 20-37-27,204,0,
2019-06-15 20-37-25,157,0,2019-06-15 20-37-24,168,0,2019-06-15 20-37-28,204,0,
2019-06-15 20-37-26,156,0,2019-06-15 20-37-25,168,0,2019-06-15 20-37-29,204,0,
2019-06-15 20-37-27,155,0,2019-06-15 20-37-26,168,0,2019-06-15 20-37-30,203,0,
2019-06-15 20-37-28,155,0,2019-06-15 20-37-27,168,0,2019-06-15 20-37-31,203,0,
2019-06-15 20-37-29,154,0,2019-06-15 20-37-28,168,0,2019-06-15 20-37-32,203,0,
2019-06-15 20-37-30,153,0,2019-06-15 20-37-29,168,0,2019-06-15 20-37-33,204,0,
2019-06-15 20-37-31,152,0,2019-06-15 20-37-30,168,0,2019-06-15 20-37-34,203,0,
2019-06-15 20-37-32,152,0,2019-06-15 20-37-31,169,0,2019-06-15 20-37-35,203,0,
2019-06-15 20-37-33,151,0,2019-06-15 20-37-32,169,0,2019-06-15 20-37-36,203,0,
2019-06-15 20-37-34,150,0,2019-06-15 20-37-33,169,0,2019-06-15 20-37-37,202,0,
2019-06-15 20-37-35,149,0,2019-06-15 20-37-34,169,0,2019-06-15 20-37-38,202,0,
2019-06-15 20-37-36,149,0,2019-06-15 20-37-35,168,0,2019-06-15 20-37-39,202,0,
2019-06-15 20-37-37,148,0,2019-06-15 20-37-36,168,0,2019-06-15 20-37-40,202,0,
2019-06-15 20-37-38,149,0,2019-06-15 20-37-37,168,0,2019-06-15 20-37-41,202,0,
2019-06-15 20-37-39,148,0,2019-06-15 20-37-38,171,0,2019-06-15 20-37-42,202,0,
2019-06-15 20-37-40,148,0,2019-06-15 20-37-39,170,0,2019-06-15 20-37-43,202,0,
2019-06-15 20-37-41,148,0,2019-06-15 20-37-40,173,0,2019-06-15 20-37-44,201,0,
2019-06-15 20-37-42,149,0,2019-06-15 20-37-41,176,0,2019-06-15 20-37-45,204,0,
