Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,
TIME,HR,CPM,TIME,HR,CPM,TIM,HR,CPM,TIME,HR,CPM,
2019-06-12 11-01-55,146,0,2019-06-12 11-01-55,146,0,2019-06-12 11-01-55,146,0,2019-06-12 11-01-55,146,0,
2019-06-12 11-01-56,146,0,2019-06-12 11-01-56,146,0,2019-06-12 11-01-56,146,0,2019-06-12 11-01-56,146,0,
2019-06-12 11-01-57,146,0,2019-06-12 11-01-57,146,0,2019-06-12 11-01-57,145,0,2019-06-12 11-01-57,146,0,
2019-06-12 11-01-58,146,0,2019-06-12 11-01-58,146,0,2019-06-12 11-01-58,146,0,2019-06-12 11-01-58,146,0,
2019-06-12 11-01-59,146,0,2019-06-12 11-01-59,146,0,2019-06-12 11-01-59,145,0,2019-06-12 11-01-59,146,0,
2019-06-12 11-02-00,146,0,2019-06-12 11-02-00,146,0,2019-06-12 11-02-00,146,0,2019-06-12 11-02-00,146,0,
2019-06-12 11-02-01,146,0,2019-06-12 11-02-01,146,0,2019-06-12 11-02-01,146,0,2019-06-12 11-02-01,146,0,
2019-06-12 11-02-02,146,0,2019-06-12 11-02-02,146,0,2019-06-12 11-02-02,146,0,2019-06-12 11-02-02,146,0,
2019-06-12 11-02-03,146,0,2019-06-12 11-02-03,146,0,2019-06-12 11-02-03,146,0,2019-06-12 11-02-03,147,0,
2019-06-12 11-02-04,146,0,2019-06-12 11-02-04,146,0,2019-06-12 11-02-04,146,0,2019-06-12 11-02-04,147,0,
2019-06-12 11-02-05,146,0,2019-06-12 11-02-05,146,0,2019-06-12 11-02-05,146,0,2019-06-12 11-02-05,146,0,
2019-06-12 11-02-06,146,0,2019-06-12 11-02-06,146,0,2019-06-12 11-02-06,146,0,2019-06-12 11-02-06,146,0,
2019-06-12 11-02-07,146,0,2019-06-12 11-02-07,146,0,2019-06-12 11-02-07,146,0,2019-06-12 11-02-07,146,0,
2019-06-12 11-02-08,146,0,2019-06-12 11-02-08,146,0,2019-06-12 11-02-08,145,0,2019-06-12 11-02-08,146,0,
2019-06-12 11-02-09,146,0,2019-06-12 11-02-09,146,0,2019-06-12 11-02-09,149,0,2019-06-12 11-02-09,149,0,
2019-06-12 11-02-10,146,0,2019-06-12 11-02-10,146,0,2019-06-12 11-02-10,149,0,2019-06-12 11-02-10,148,0,
2019-06-12 11-02-11,146,0,2019-06-12 11-02-11,146,0,2019-06-12 11-02-11,148,0,2019-06-12 11-02-11,147,0,
2019-06-12 11-02-12,146,0,2019-06-12 11-02-12,146,0,2019-06-12 11-02-12,148,0,2019-06-12 11-02-12,147,0,
2019-06-12 11-02-13,146,0,2019-06-12 11-02-13,146,0,2019-06-12 11-02-13,148,0,2019-06-12 11-02-13,147,0,
2019-06-12 11-02-14,146,0,2019-06-12 11-02-14,146,0,2019-06-12 11-02-14,147,0,2019-06-12 11-02-14,146,0,
2019-06-12 11-02-15,146,0,2019-06-12 11-02-15,146,0,2019-06-12 11-02-15,147,0,2019-06-12 11-02-15,146,0,
2019-06-12 11-02-16,146,0,2019-06-12 11-02-16,146,0,2019-06-12 11-02-16,147,0,2019-06-12 11-02-16,146,0,
2019-06-12 11-02-17,146,0,2019-06-12 11-02-17,146,0,2019-06-12 11-02-17,147,0,2019-06-12 11-02-17,146,0,
2019-06-12 11-02-18,146,0,2019-06-12 11-02-18,146,0,2019-06-12 11-02-18,147,0,2019-06-12 11-02-18,146,0,
2019-06-12 11-02-19,146,0,2019-06-12 11-02-19,146,0,2019-06-12 11-02-19,147,0,2019-06-12 11-02-19,146,0,
2019-06-12 11-02-20,146,0,2019-06-12 11-02-20,146,0,2019-06-12 11-02-20,147,0,2019-06-12 11-02-20,146,0,
2019-06-12 11-02-21,146,0,2019-06-12 11-02-21,146,0,2019-06-12 11-02-21,147,0,2019-06-12 11-02-21,146,0,
2019-06-12 11-02-22,146,0,2019-06-12 11-02-22,146,0,2019-06-12 11-02-22,146,0,2019-06-12 11-02-22,146,0,
2019-06-12 11-02-23,146,0,2019-06-12 11-02-23,146,0,2019-06-12 11-02-23,146,0,2019-06-12 11-02-23,146,0,
2019-06-12 11-02-24,146,0,2019-06-12 11-02-24,146,0,2019-06-12 11-02-24,146,0,2019-06-12 11-02-24,146,0,
2019-06-12 11-02-25,146,0,2019-06-12 11-02-25,146,0,2019-06-12 11-02-25,146,0,2019-06-12 11-02-25,146,0,
2019-06-12 11-02-26,146,0,2019-06-12 11-02-26,146,0,2019-06-12 11-02-26,146,0,2019-06-12 11-02-26,146,0,
2019-06-12 11-02-27,146,0,2019-06-12 11-02-27,146,0,2019-06-12 11-02-27,146,0,2019-06-12 11-02-27,146,0,
2019-06-12 11-02-28,146,0,2019-06-12 11-02-28,146,0,2019-06-12 11-02-28,149,0,2019-06-12 11-02-28,149,0,
2019-06-12 11-02-29,146,0,2019-06-12 11-02-29,146,0,2019-06-12 11-02-29,149,0,2019-06-12 11-02-29,149,0,
2019-06-12 11-02-30,146,0,2019-06-12 11-02-30,146,0,2019-06-12 11-02-30,151,0,2019-06-12 11-02-30,151,0,
2019-06-12 11-02-31,146,0,2019-06-12 11-02-31,146,0,2019-06-12 11-02-31,150,0,2019-06-12 11-02-31,151,0,
2019-06-12 11-02-32,151,0,2019-06-12 11-02-32,148,0,2019-06-12 11-02-32,149,0,2019-06-12 11-02-32,151,0,
2019-06-12 11-02-33,150,0,2019-06-12 11-02-33,147,0,2019-06-12 11-02-33,148,0,2019-06-12 11-02-33,150,0,
2019-06-12 11-02-34,150,0,2019-06-12 11-02-34,147,0,2019-06-12 11-02-34,147,0,2019-06-12 11-02-34,150,0,
2019-06-12 11-02-35,149,0,2019-06-12 11-02-35,147,0,2019-06-12 11-02-35,147,0,2019-06-12 11-02-35,150,0,
2019-06-12 11-02-36,149,0,2019-06-12 11-02-36,147,0,2019-06-12 11-02-36,147,0,2019-06-12 11-02-36,149,0,
2019-06-12 11-02-37,148,0,2019-06-12 11-02-37,147,0,2019-06-12 11-02-37,147,0,2019-06-12 11-02-37,149,0,
2019-06-12 11-02-38,148,0,2019-06-12 11-02-38,147,0,2019-06-12 11-02-38,146,0,2019-06-12 11-02-38,149,0,
2019-06-12 11-02-39,147,0,2019-06-12 11-02-39,147,0,2019-06-12 11-02-39,146,0,2019-06-12 11-02-39,148,0,
2019-06-12 11-02-40,147,0,2019-06-12 11-02-40,147,0,2019-06-12 11-02-40,146,0,2019-06-12 11-02-40,148,0,
2019-06-12 11-02-41,146,0,2019-06-12 11-02-41,146,0,2019-06-12 11-02-41,146,0,2019-06-12 11-02-41,147,0,
2019-06-12 11-02-42,146,0,2019-06-12 11-02-42,145,0,2019-06-12 11-02-42,146,0,2019-06-12 11-02-42,147,0,
2019-06-12 11-02-43,146,0,2019-06-12 11-02-43,146,0,2019-06-12 11-02-43,146,0,2019-06-12 11-02-43,147,0,
2019-06-12 11-02-44,146,0,2019-06-12 11-02-44,146,0,2019-06-12 11-02-44,146,0,2019-06-12 11-02-44,147,0,
2019-06-12 11-02-45,146,0,2019-06-12 11-02-45,146,0,2019-06-12 11-02-45,146,0,2019-06-12 11-02-45,147,0,
2019-06-12 11-02-46,146,0,2019-06-12 11-02-46,146,0,2019-06-12 11-02-46,146,0,2019-06-12 11-02-46,150,0,
2019-06-12 11-02-47,146,0,2019-06-12 11-02-47,146,0,2019-06-12 11-02-47,146,0,2019-06-12 11-02-47,149,0,
2019-06-12 11-02-48,146,0,2019-06-12 11-02-48,146,0,2019-06-12 11-02-48,146,0,2019-06-12 11-02-48,152,0,
2019-06-12 11-02-49,146,0,2019-06-12 11-02-49,146,0,2019-06-12 11-02-49,146,0,2019-06-12 11-02-49,152,0,
2019-06-12 11-02-50,146,0,2019-06-12 11-02-50,146,0,2019-06-12 11-02-50,146,0,2019-06-12 11-02-50,151,0,
2019-06-12 11-02-51,146,0,2019-06-12 11-02-51,146,0,2019-06-12 11-02-51,146,0,2019-06-12 11-02-51,150,0,
2019-06-12 11-02-52,146,0,2019-06-12 11-02-52,146,0,2019-06-12 11-02-52,146,0,2019-06-12 11-02-52,149,0,
2019-06-12 11-02-53,146,0,2019-06-12 11-02-53,146,0,2019-06-12 11-02-53,146,0,2019-06-12 11-02-53,149,0,
2019-06-12 11-02-54,146,0,2019-06-12 11-02-54,146,0,2019-06-12 11-02-54,145,0,2019-06-12 11-02-54,149,0,
2019-06-12 11-02-55,146,0,2019-06-12 11-02-55,146,0,2019-06-12 11-02-55,146,0,2019-06-12 11-02-55,148,0,
2019-06-12 11-02-56,146,0,2019-06-12 11-02-56,149,0,2019-06-12 11-02-56,149,0,2019-06-12 11-02-56,148,0,
2019-06-12 11-02-57,145,0,2019-06-12 11-02-57,149,0,2019-06-12 11-02-57,148,0,2019-06-12 11-02-57,148,0,
2019-06-12 11-02-58,146,0,2019-06-12 11-02-58,148,0,2019-06-12 11-02-58,148,0,2019-06-12 11-02-58,148,0,
2019-06-12 11-02-59,146,0,2019-06-12 11-02-59,148,0,2019-06-12 11-02-59,148,0,2019-06-12 11-02-59,147,0,
2019-06-12 11-03-00,146,0,2019-06-12 11-03-00,148,0,2019-06-12 11-03-00,147,0,2019-06-12 11-03-00,147,0,
2019-06-12 11-03-01,146,0,2019-06-12 11-03-01,147,0,2019-06-12 11-03-01,147,0,2019-06-12 11-03-01,147,0,
2019-06-12 11-03-02,146,0,2019-06-12 11-03-02,151,0,2019-06-12 11-03-02,147,0,2019-06-12 11-03-02,147,0,
2019-06-12 11-03-03,146,0,2019-06-12 11-03-03,150,0,2019-06-12 11-03-03,147,0,2019-06-12 11-03-03,147,0,
2019-06-12 11-03-04,146,0,2019-06-12 11-03-04,149,0,2019-06-12 11-03-04,147,0,2019-06-12 11-03-04,147,0,
2019-06-12 11-03-05,146,0,2019-06-12 11-03-05,152,0,2019-06-12 11-03-05,147,0,2019-06-12 11-03-05,146,0,
2019-06-12 11-03-06,146,0,2019-06-12 11-03-06,151,0,2019-06-12 11-03-06,147,0,2019-06-12 11-03-06,146,0,
2019-06-12 11-03-07,146,0,2019-06-12 11-03-07,150,0,2019-06-12 11-03-07,147,0,2019-06-12 11-03-07,145,0,
2019-06-12 11-03-08,146,0,2019-06-12 11-03-08,149,0,2019-06-12 11-03-08,147,0,2019-06-12 11-03-08,146,0,
2019-06-12 11-03-09,146,0,2019-06-12 11-03-09,149,0,2019-06-12 11-03-09,151,0,2019-06-12 11-03-09,146,0,
2019-06-12 11-03-10,146,0,2019-06-12 11-03-10,149,0,2019-06-12 11-03-10,150,0,2019-06-12 11-03-10,146,0,
2019-06-12 11-03-11,146,0,2019-06-12 11-03-11,148,0,2019-06-12 11-03-11,149,0,2019-06-12 11-03-11,146,0,
2019-06-12 11-03-12,146,0,2019-06-12 11-03-12,148,0,2019-06-12 11-03-12,149,0,2019-06-12 11-03-12,146,0,
2019-06-12 11-03-13,146,0,2019-06-12 11-03-13,148,0,2019-06-12 11-03-13,148,0,2019-06-12 11-03-13,146,0,
2019-06-12 11-03-14,146,0,2019-06-12 11-03-14,148,0,2019-06-12 11-03-14,148,0,2019-06-12 11-03-14,146,0,
2019-06-12 11-03-15,146,0,2019-06-12 11-03-15,147,0,2019-06-12 11-03-15,148,0,2019-06-12 11-03-15,146,0,
2019-06-12 11-03-16,146,0,2019-06-12 11-03-16,147,0,2019-06-12 11-03-16,148,0,2019-06-12 11-03-16,146,0,
2019-06-12 11-03-17,146,0,2019-06-12 11-03-17,147,0,2019-06-12 11-03-17,147,0,2019-06-12 11-03-17,146,0,
2019-06-12 11-03-18,146,0,2019-06-12 11-03-18,147,0,2019-06-12 11-03-18,147,0,2019-06-12 11-03-18,146,0,
2019-06-12 11-03-19,146,0,2019-06-12 11-03-19,147,0,2019-06-12 11-03-19,147,0,2019-06-12 11-03-19,146,0,
2019-06-12 11-03-20,146,0,2019-06-12 11-03-20,147,0,2019-06-12 11-03-20,147,0,2019-06-12 11-03-20,146,0,
2019-06-12 11-03-21,146,0,2019-06-12 11-03-21,147,0,2019-06-12 11-03-21,147,0,2019-06-12 11-03-21,146,0,
2019-06-12 11-03-22,146,0,2019-06-12 11-03-22,147,0,2019-06-12 11-03-22,147,0,2019-06-12 11-03-22,146,0,
2019-06-12 11-03-23,146,0,2019-06-12 11-03-23,147,0,2019-06-12 11-03-23,147,0,2019-06-12 11-03-23,146,0,
2019-06-12 11-03-24,146,0,2019-06-12 11-03-24,147,0,2019-06-12 11-03-24,147,0,2019-06-12 11-03-24,146,0,
2019-06-12 11-03-24,146,0,2019-06-12 11-03-25,147,0,2019-06-12 11-03-25,147,0,2019-06-12 11-03-25,146,0,
2019-06-12 11-03-25,146,0,2019-06-12 11-03-26,147,0,2019-06-12 11-03-26,147,0,2019-06-12 11-03-26,146,0,
2019-06-12 11-03-27,146,0,2019-06-12 11-03-27,147,0,2019-06-12 11-03-27,150,0,2019-06-12 11-03-27,146,0,
2019-06-12 11-03-27,146,0,2019-06-12 11-03-28,147,0,2019-06-12 11-03-28,149,0,2019-06-12 11-03-28,146,0,
2019-06-12 11-03-28,146,0,2019-06-12 11-03-29,147,0,2019-06-12 11-03-29,151,0,2019-06-12 11-03-29,149,0,
2019-06-12 11-03-30,146,0,2019-06-12 11-03-30,147,0,2019-06-12 11-03-30,152,0,2019-06-12 11-03-30,151,0,
2019-06-12 11-03-30,146,0,2019-06-12 11-03-31,147,0,2019-06-12 11-03-31,151,0,2019-06-12 11-03-31,150,0,
2019-06-12 11-03-31,146,0,2019-06-12 11-03-32,149,0,2019-06-12 11-03-32,152,0,2019-06-12 11-03-32,151,0,
2019-06-12 11-03-32,146,0,2019-06-12 11-03-33,151,0,2019-06-12 11-03-33,151,0,2019-06-12 11-03-33,151,0,
2019-06-12 11-03-33,150,0,2019-06-12 11-03-34,152,0,2019-06-12 11-03-34,152,0,2019-06-12 11-03-34,150,0,
2019-06-12 11-03-34,150,0,2019-06-12 11-03-35,152,0,2019-06-12 11-03-35,151,0,2019-06-12 11-03-35,152,0,
2019-06-12 11-03-35,152,0,2019-06-12 11-03-36,151,0,2019-06-12 11-03-36,152,0,2019-06-12 11-03-36,151,0,
2019-06-12 11-03-36,151,0,2019-06-12 11-03-37,151,0,2019-06-12 11-03-37,151,0,2019-06-12 11-03-37,150,0,
2019-06-12 11-03-37,150,0,2019-06-12 11-03-38,152,0,2019-06-12 11-03-38,150,0,2019-06-12 11-03-38,150,0,
2019-06-12 11-03-38,152,0,2019-06-12 11-03-39,151,0,2019-06-12 11-03-39,152,0,2019-06-12 11-03-39,149,0,
2019-06-12 11-03-39,151,0,2019-06-12 11-03-40,150,0,2019-06-12 11-03-40,151,0,2019-06-12 11-03-40,149,0,
2019-06-12 11-03-40,152,0,2019-06-12 11-03-41,150,0,2019-06-12 11-03-41,152,0,2019-06-12 11-03-41,149,0,
2019-06-12 11-03-41,151,0,2019-06-12 11-03-42,149,0,2019-06-12 11-03-42,151,0,2019-06-12 11-03-42,151,0,
2019-06-12 11-03-42,151,0,2019-06-12 11-03-43,149,0,2019-06-12 11-03-43,150,0,2019-06-12 11-03-43,150,0,
2019-06-12 11-03-43,150,0,2019-06-12 11-03-44,148,0,2019-06-12 11-03-44,150,0,2019-06-12 11-03-44,150,0,
2019-06-12 11-03-44,149,0,2019-06-12 11-03-45,148,0,2019-06-12 11-03-45,151,0,2019-06-12 11-03-45,151,0,
2019-06-12 11-03-45,149,0,2019-06-12 11-03-46,148,0,2019-06-12 11-03-46,151,0,2019-06-12 11-03-46,150,0,
2019-06-12 11-03-46,149,0,2019-06-12 11-03-47,148,0,2019-06-12 11-03-47,150,0,2019-06-12 11-03-47,150,0,
2019-06-12 11-03-47,148,0,2019-06-12 11-03-48,148,0,2019-06-12 11-03-48,151,0,2019-06-12 11-03-48,152,0,
2019-06-12 11-03-48,148,0,2019-06-12 11-03-49,151,0,2019-06-12 11-03-49,154,0,2019-06-12 11-03-49,153,0,
2019-06-12 11-03-49,148,0,2019-06-12 11-03-50,153,0,2019-06-12 11-03-50,153,0,2019-06-12 11-03-50,156,0,
2019-06-12 11-03-50,150,0,2019-06-12 11-03-51,152,0,2019-06-12 11-03-51,156,0,2019-06-12 11-03-51,157,0,
2019-06-12 11-03-51,151,0,2019-06-12 11-03-52,151,0,2019-06-12 11-03-52,155,0,2019-06-12 11-03-52,156,0,
2019-06-12 11-03-52,150,0,2019-06-12 11-03-53,152,0,2019-06-12 11-03-53,155,0,2019-06-12 11-03-53,157,0,
2019-06-12 11-03-53,152,0,2019-06-12 11-03-54,151,0,2019-06-12 11-03-54,154,0,2019-06-12 11-03-54,157,0,
2019-06-12 11-03-54,152,0,2019-06-12 11-03-55,152,0,2019-06-12 11-03-55,154,0,2019-06-12 11-03-55,156,0,
2019-06-12 11-03-55,154,0,2019-06-12 11-03-56,152,0,2019-06-12 11-03-56,156,0,2019-06-12 11-03-56,155,0,
2019-06-12 11-03-56,153,0,2019-06-12 11-03-57,151,0,2019-06-12 11-03-57,155,0,2019-06-12 11-03-57,156,0,
2019-06-12 11-03-57,152,0,2019-06-12 11-03-58,153,0,2019-06-12 11-03-58,157,0,2019-06-12 11-03-58,156,0,
2019-06-12 11-03-58,151,0,2019-06-12 11-03-59,156,0,2019-06-12 11-03-59,158,0,2019-06-12 11-03-59,155,0,
2019-06-12 11-03-59,152,0,2019-06-12 11-04-00,157,0,2019-06-12 11-04-00,157,0,2019-06-12 11-04-00,155,0,
2019-06-12 11-04-00,152,0,2019-06-12 11-04-01,158,0,2019-06-12 11-04-01,158,0,2019-06-12 11-04-01,157,0,
2019-06-12 11-04-01,151,0,2019-06-12 11-04-02,158,0,2019-06-12 11-04-02,158,0,2019-06-12 11-04-02,158,0,
2019-06-12 11-04-02,151,0,2019-06-12 11-04-03,158,0,2019-06-12 11-04-03,158,0,2019-06-12 11-04-03,158,0,
2019-06-12 11-04-03,150,0,2019-06-12 11-04-04,158,0,2019-06-12 11-04-04,158,0,2019-06-12 11-04-04,158,0,
2019-06-12 11-04-04,153,0,2019-06-12 11-04-05,158,0,2019-06-12 11-04-05,158,0,2019-06-12 11-04-05,157,0,
2019-06-12 11-04-05,152,0,2019-06-12 11-04-06,157,0,2019-06-12 11-04-06,158,0,2019-06-12 11-04-06,158,0,
2019-06-12 11-04-06,152,0,2019-06-12 11-04-07,156,0,2019-06-12 11-04-07,157,0,2019-06-12 11-04-07,158,0,
2019-06-12 11-04-07,154,0,2019-06-12 11-04-08,156,0,2019-06-12 11-04-08,156,0,2019-06-12 11-04-08,158,0,
2019-06-12 11-04-08,153,0,2019-06-12 11-04-09,155,0,2019-06-12 11-04-09,156,0,2019-06-12 11-04-09,157,0,
2019-06-12 11-04-09,153,0,2019-06-12 11-04-10,154,0,2019-06-12 11-04-10,155,0,2019-06-12 11-04-10,156,0,
2019-06-12 11-04-10,153,0,2019-06-12 11-04-11,153,0,2019-06-12 11-04-11,154,0,2019-06-12 11-04-11,155,0,
2019-06-12 11-04-11,152,0,2019-06-12 11-04-12,155,0,2019-06-12 11-04-12,157,0,2019-06-12 11-04-12,154,0,
2019-06-12 11-04-12,154,0,2019-06-12 11-04-12,157,0,2019-06-12 11-04-13,158,0,2019-06-12 11-04-13,154,0,
2019-06-12 11-04-13,156,0,2019-06-12 11-04-14,157,0,2019-06-12 11-04-14,158,0,2019-06-12 11-04-14,153,0,
2019-06-12 11-04-14,158,0,2019-06-12 11-04-15,157,0,2019-06-12 11-04-15,157,0,2019-06-12 11-04-15,152,0,
2019-06-12 11-04-15,158,0,2019-06-12 11-04-15,156,0,2019-06-12 11-04-16,156,0,2019-06-12 11-04-16,152,0,
2019-06-12 11-04-16,157,0,2019-06-12 11-04-16,155,0,2019-06-12 11-04-17,155,0,2019-06-12 11-04-17,152,0,
2019-06-12 11-04-17,157,0,2019-06-12 11-04-17,155,0,2019-06-12 11-04-18,155,0,2019-06-12 11-04-18,152,0,
2019-06-12 11-04-18,156,0,2019-06-12 11-04-18,154,0,2019-06-12 11-04-19,154,0,2019-06-12 11-04-19,152,0,
2019-06-12 11-04-19,155,0,2019-06-12 11-04-19,154,0,2019-06-12 11-04-20,154,0,2019-06-12 11-04-20,152,0,
2019-06-12 11-04-20,157,0,2019-06-12 11-04-20,153,0,2019-06-12 11-04-21,156,0,2019-06-12 11-04-21,152,0,
2019-06-12 11-04-21,158,0,2019-06-12 11-04-21,156,0,2019-06-12 11-04-22,158,0,2019-06-12 11-04-22,154,0,
2019-06-12 11-04-22,158,0,2019-06-12 11-04-22,155,0,2019-06-12 11-04-23,158,0,2019-06-12 11-04-23,157,0,
2019-06-12 11-04-23,157,0,2019-06-12 11-04-23,154,0,2019-06-12 11-04-24,157,0,2019-06-12 11-04-24,156,0,
2019-06-12 11-04-24,156,0,2019-06-12 11-04-24,153,0,2019-06-12 11-04-25,156,0,2019-06-12 11-04-25,155,0,
2019-06-12 11-04-25,155,0,2019-06-12 11-04-25,152,0,2019-06-12 11-04-26,155,0,2019-06-12 11-04-26,154,0,
2019-06-12 11-04-26,154,0,2019-06-12 11-04-26,152,0,2019-06-12 11-04-27,155,0,2019-06-12 11-04-27,156,0,
2019-06-12 11-04-27,153,0,2019-06-12 11-04-27,152,0,2019-06-12 11-04-28,156,0,2019-06-12 11-04-28,155,0,
2019-06-12 11-04-28,152,0,2019-06-12 11-04-28,151,0,2019-06-12 11-04-29,158,0,2019-06-12 11-04-29,155,0,
2019-06-12 11-04-29,152,0,2019-06-12 11-04-29,152,0,2019-06-12 11-04-30,158,0,2019-06-12 11-04-30,156,0,
2019-06-12 11-04-30,155,0,2019-06-12 11-04-30,152,0,2019-06-12 11-04-31,158,0,2019-06-12 11-04-31,156,0,
2019-06-12 11-04-31,154,0,2019-06-12 11-04-31,154,0,2019-06-12 11-04-32,158,0,2019-06-12 11-04-32,156,0,
2019-06-12 11-04-32,156,0,2019-06-12 11-04-32,153,0,2019-06-12 11-04-33,158,0,2019-06-12 11-04-33,156,0,
2019-06-12 11-04-33,156,0,2019-06-12 11-04-33,153,0,2019-06-12 11-04-34,157,0,2019-06-12 11-04-34,156,0,
2019-06-12 11-04-34,157,0,2019-06-12 11-04-34,153,0,2019-06-12 11-04-35,157,0,2019-06-12 11-04-35,156,0,
2019-06-12 11-04-35,157,0,2019-06-12 11-04-35,153,0,2019-06-12 11-04-36,156,0,2019-06-12 11-04-36,156,0,
2019-06-12 11-04-36,156,0,2019-06-12 11-04-36,153,0,2019-06-12 11-04-37,156,0,2019-06-12 11-04-37,156,0,
2019-06-12 11-04-37,156,0,2019-06-12 11-04-37,152,0,2019-06-12 11-04-38,155,0,2019-06-12 11-04-38,156,0,
2019-06-12 11-04-38,156,0,2019-06-12 11-04-38,151,0,2019-06-12 11-04-39,154,0,2019-06-12 11-04-39,155,0,
2019-06-12 11-04-39,156,0,2019-06-12 11-04-39,151,0,2019-06-12 11-04-40,153,0,2019-06-12 11-04-40,155,0,
2019-06-12 11-04-40,155,0,2019-06-12 11-04-40,150,0,2019-06-12 11-04-41,153,0,2019-06-12 11-04-41,155,0,
2019-06-12 11-04-41,157,0,2019-06-12 11-04-41,152,0,2019-06-12 11-04-42,153,0,2019-06-12 11-04-42,154,0,
2019-06-12 11-04-42,158,0,2019-06-12 11-04-42,151,0,2019-06-12 11-04-43,157,0,2019-06-12 11-04-43,157,0,
2019-06-12 11-04-43,158,0,2019-06-12 11-04-43,151,0,2019-06-12 11-04-44,158,0,2019-06-12 11-04-44,156,0,
2019-06-12 11-04-44,158,0,2019-06-12 11-04-44,150,0,2019-06-12 11-04-45,158,0,2019-06-12 11-04-45,155,0,
2019-06-12 11-04-45,158,0,2019-06-12 11-04-45,152,0,2019-06-12 11-04-46,157,0,2019-06-12 11-04-46,155,0,
2019-06-12 11-04-46,158,0,2019-06-12 11-04-46,151,0,2019-06-12 11-04-47,158,0,2019-06-12 11-04-47,156,0,
2019-06-12 11-04-47,158,0,2019-06-12 11-04-47,154,0,2019-06-12 11-04-48,158,0,2019-06-12 11-04-48,156,0,
2019-06-12 11-04-48,158,0,2019-06-12 11-04-48,158,0,2019-06-12 11-04-49,158,0,2019-06-12 11-04-49,156,0,
2019-06-12 11-04-49,158,0,2019-06-12 11-04-49,158,0,2019-06-12 11-04-50,158,0,2019-06-12 11-04-50,157,0,
2019-06-12 11-04-50,158,0,2019-06-12 11-04-50,158,0,2019-06-12 11-04-51,158,0,2019-06-12 11-04-51,158,0,
2019-06-12 11-04-51,158,0,2019-06-12 11-04-51,158,0,2019-06-12 11-04-52,158,0,2019-06-12 11-04-52,158,0,
2019-06-12 11-04-52,158,0,2019-06-12 11-04-52,158,0,2019-06-12 11-04-53,158,0,2019-06-12 11-04-53,158,0,
2019-06-12 11-04-53,158,0,2019-06-12 11-04-53,158,0,2019-06-12 11-04-54,158,0,2019-06-12 11-04-54,158,0,
2019-06-12 11-04-54,158,0,2019-06-12 11-04-54,158,0,2019-06-12 11-04-55,158,0,2019-06-12 11-04-55,158,0,
2019-06-12 11-04-55,158,0,2019-06-12 11-04-55,158,0,2019-06-12 11-04-56,158,0,2019-06-12 11-04-56,160,0,
2019-06-12 11-04-56,158,0,2019-06-12 11-04-56,158,0,2019-06-12 11-04-57,158,0,2019-06-12 11-04-57,160,0,
2019-06-12 11-04-57,157,0,2019-06-12 11-04-57,158,0,2019-06-12 11-04-58,157,0,2019-06-12 11-04-58,159,0,
2019-06-12 11-04-58,158,0,2019-06-12 11-04-58,157,0,2019-06-12 11-04-58,158,0,2019-06-12 11-04-59,159,0,
2019-06-12 11-04-59,158,0,2019-06-12 11-04-59,158,0,2019-06-12 11-05-00,158,0,2019-06-12 11-05-00,159,0,
2019-06-12 11-05-00,158,0,2019-06-12 11-05-00,158,0,2019-06-12 11-05-01,158,0,2019-06-12 11-05-01,159,0,
2019-06-12 11-05-01,158,0,2019-06-12 11-05-01,158,0,2019-06-12 11-05-01,158,0,2019-06-12 11-05-02,159,0,
2019-06-12 11-05-02,158,0,2019-06-12 11-05-02,158,0,2019-06-12 11-05-02,158,0,2019-06-12 11-05-03,159,0,
2019-06-12 11-05-03,158,0,2019-06-12 11-05-03,158,0,2019-06-12 11-05-04,158,0,2019-06-12 11-05-04,158,0,
2019-06-12 11-05-04,158,0,2019-06-12 11-05-04,158,0,2019-06-12 11-05-04,158,0,2019-06-12 11-05-05,158,0,
2019-06-12 11-05-05,158,0,2019-06-12 11-05-05,158,0,2019-06-12 11-05-05,158,0,2019-06-12 11-05-06,158,0,
2019-06-12 11-05-06,158,0,2019-06-12 11-05-06,158,0,2019-06-12 11-05-06,158,0,2019-06-12 11-05-07,158,0,
2019-06-12 11-05-07,158,0,2019-06-12 11-05-07,158,0,2019-06-12 11-05-07,158,0,2019-06-12 11-05-08,158,0,
2019-06-12 11-05-08,158,0,2019-06-12 11-05-08,158,0,2019-06-12 11-05-08,158,0,2019-06-12 11-05-09,158,0,
2019-06-12 11-05-09,158,0,2019-06-12 11-05-09,158,0,2019-06-12 11-05-09,158,0,2019-06-12 11-05-10,158,0,
2019-06-12 11-05-10,158,0,2019-06-12 11-05-10,158,0,2019-06-12 11-05-10,158,0,2019-06-12 11-05-11,158,0,
2019-06-12 11-05-11,158,0,2019-06-12 11-05-11,158,0,2019-06-12 11-05-11,158,0,2019-06-12 11-05-12,158,0,
2019-06-12 11-05-12,158,0,2019-06-12 11-05-12,158,0,2019-06-12 11-05-12,158,0,2019-06-12 11-05-13,158,0,
2019-06-12 11-05-13,158,0,2019-06-12 11-05-13,158,0,2019-06-12 11-05-13,158,0,2019-06-12 11-05-14,158,0,
2019-06-12 11-05-14,162,0,2019-06-12 11-05-14,158,0,2019-06-12 11-05-14,158,0,2019-06-12 11-05-15,158,0,
