Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,
TIME,HR,CPM,TIME,HR,CPM,TIM,HR,CPM,TIME,HR,CPM,
2019-06-12 11-05-15,162,0,2019-06-12 11-05-15,158,0,2019-06-12 11-05-15,158,0,2019-06-12 11-05-16,158,0,
2019-06-12 11-05-16,162,0,2019-06-12 11-05-16,158,0,2019-06-12 11-05-16,158,0,2019-06-12 11-05-17,158,0,
2019-06-12 11-05-17,162,0,2019-06-12 11-05-17,158,0,2019-06-12 11-05-17,158,0,2019-06-12 11-05-18,158,0,
2019-06-12 11-05-18,162,0,2019-06-12 11-05-18,157,0,2019-06-12 11-05-18,158,0,2019-06-12 11-05-19,160,0,
2019-06-12 11-05-19,162,0,2019-06-12 11-05-19,158,0,2019-06-12 11-05-19,158,0,2019-06-12 11-05-20,160,0,
2019-06-12 11-05-20,162,0,2019-06-12 11-05-20,158,0,2019-06-12 11-05-20,158,0,2019-06-12 11-05-21,161,0,
2019-06-12 11-05-21,161,0,2019-06-12 11-05-21,158,0,2019-06-12 11-05-21,158,0,2019-06-12 11-05-22,161,0,
2019-06-12 11-05-22,161,0,2019-06-12 11-05-22,158,0,2019-06-12 11-05-22,158,0,2019-06-12 11-05-23,161,0,
2019-06-12 11-05-23,160,0,2019-06-12 11-05-23,158,0,2019-06-12 11-05-23,158,0,2019-06-12 11-05-24,160,0,
2019-06-12 11-05-24,160,0,2019-06-12 11-05-24,158,0,2019-06-12 11-05-24,158,0,2019-06-12 11-05-25,160,0,
2019-06-12 11-05-25,160,0,2019-06-12 11-05-25,158,0,2019-06-12 11-05-25,158,0,2019-06-12 11-05-26,160,0,
2019-06-12 11-05-26,160,0,2019-06-12 11-05-26,158,0,2019-06-12 11-05-26,158,0,2019-06-12 11-05-27,160,0,
2019-06-12 11-05-27,160,0,2019-06-12 11-05-27,158,0,2019-06-12 11-05-27,158,0,2019-06-12 11-05-28,159,0,
2019-06-12 11-05-28,160,0,2019-06-12 11-05-28,158,0,2019-06-12 11-05-28,158,0,2019-06-12 11-05-29,159,0,
2019-06-12 11-05-29,160,0,2019-06-12 11-05-29,158,0,2019-06-12 11-05-29,158,0,2019-06-12 11-05-30,159,0,
2019-06-12 11-05-30,160,0,2019-06-12 11-05-30,158,0,2019-06-12 11-05-30,158,0,2019-06-12 11-05-31,159,0,
2019-06-12 11-05-31,159,0,2019-06-12 11-05-31,158,0,2019-06-12 11-05-31,158,0,2019-06-12 11-05-32,159,0,
2019-06-12 11-05-32,159,0,2019-06-12 11-05-32,158,0,2019-06-12 11-05-32,158,0,2019-06-12 11-05-33,159,0,
2019-06-12 11-05-33,159,0,2019-06-12 11-05-33,158,0,2019-06-12 11-05-33,158,0,2019-06-12 11-05-34,159,0,
2019-06-12 11-05-34,159,0,2019-06-12 11-05-34,158,0,2019-06-12 11-05-34,158,0,2019-06-12 11-05-35,159,0,
2019-06-12 11-05-35,159,0,2019-06-12 11-05-35,157,0,2019-06-12 11-05-35,158,0,2019-06-12 11-05-36,159,0,
2019-06-12 11-05-36,159,0,2019-06-12 11-05-36,157,0,2019-06-12 11-05-36,158,0,2019-06-12 11-05-37,159,0,
2019-06-12 11-05-37,159,0,2019-06-12 11-05-37,157,0,2019-06-12 11-05-37,158,0,2019-06-12 11-05-38,160,0,
2019-06-12 11-05-38,159,0,2019-06-12 11-05-38,158,0,2019-06-12 11-05-38,158,0,2019-06-12 11-05-39,159,0,
2019-06-12 11-05-39,159,0,2019-06-12 11-05-39,158,0,2019-06-12 11-05-39,158,0,2019-06-12 11-05-40,159,0,
2019-06-12 11-05-40,159,0,2019-06-12 11-05-40,158,0,2019-06-12 11-05-40,158,0,2019-06-12 11-05-41,159,0,
2019-06-12 11-05-41,159,0,2019-06-12 11-05-41,158,0,2019-06-12 11-05-41,158,0,2019-06-12 11-05-42,159,0,
2019-06-12 11-05-42,159,0,2019-06-12 11-05-42,158,0,2019-06-12 11-05-42,158,0,2019-06-12 11-05-43,158,0,
2019-06-12 11-05-43,159,0,2019-06-12 11-05-43,158,0,2019-06-12 11-05-43,158,0,2019-06-12 11-05-44,158,0,
2019-06-12 11-05-44,159,0,2019-06-12 11-05-44,158,0,2019-06-12 11-05-44,158,0,2019-06-12 11-05-45,158,0,
2019-06-12 11-05-45,159,0,2019-06-12 11-05-45,158,0,2019-06-12 11-05-45,158,0,2019-06-12 11-05-46,158,0,
2019-06-12 11-05-46,159,0,2019-06-12 11-05-46,158,0,2019-06-12 11-05-46,158,0,2019-06-12 11-05-47,158,0,
2019-06-12 11-05-47,159,0,2019-06-12 11-05-47,158,0,2019-06-12 11-05-47,158,0,2019-06-12 11-05-48,158,0,
2019-06-12 11-05-48,159,0,2019-06-12 11-05-48,158,0,2019-06-12 11-05-48,158,0,2019-06-12 11-05-49,158,0,
2019-06-12 11-05-49,159,0,2019-06-12 11-05-49,158,0,2019-06-12 11-05-49,158,0,2019-06-12 11-05-50,158,0,
2019-06-12 11-05-50,159,0,2019-06-12 11-05-50,158,0,2019-06-12 11-05-50,158,0,2019-06-12 11-05-51,158,0,
2019-06-12 11-05-51,158,0,2019-06-12 11-05-51,158,0,2019-06-12 11-05-51,158,0,2019-06-12 11-05-52,158,0,
2019-06-12 11-05-52,158,0,2019-06-12 11-05-52,158,0,2019-06-12 11-05-52,158,0,2019-06-12 11-05-53,158,0,
2019-06-12 11-05-53,158,0,2019-06-12 11-05-53,158,0,2019-06-12 11-05-53,158,0,2019-06-12 11-05-54,158,0,
2019-06-12 11-05-54,158,0,2019-06-12 11-05-54,158,0,2019-06-12 11-05-54,158,0,2019-06-12 11-05-55,158,0,
2019-06-12 11-05-55,158,0,2019-06-12 11-05-55,158,0,2019-06-12 11-05-55,158,0,2019-06-12 11-05-56,158,0,
2019-06-12 11-05-56,158,0,2019-06-12 11-05-56,158,0,2019-06-12 11-05-56,158,0,2019-06-12 11-05-57,158,0,
2019-06-12 11-05-57,158,0,2019-06-12 11-05-57,158,0,2019-06-12 11-05-57,158,0,2019-06-12 11-05-58,158,0,
2019-06-12 11-05-58,158,0,2019-06-12 11-05-58,158,0,2019-06-12 11-05-58,158,0,2019-06-12 11-05-59,158,0,
2019-06-12 11-05-59,158,0,2019-06-12 11-05-59,158,0,2019-06-12 11-05-59,158,0,2019-06-12 11-06-00,158,0,
2019-06-12 11-06-00,158,0,2019-06-12 11-06-00,158,0,2019-06-12 11-06-00,158,0,2019-06-12 11-06-01,158,0,
2019-06-12 11-06-01,158,0,2019-06-12 11-06-01,158,0,2019-06-12 11-06-01,158,0,2019-06-12 11-06-02,158,0,
2019-06-12 11-06-02,158,0,2019-06-12 11-06-02,158,0,2019-06-12 11-06-02,158,0,2019-06-12 11-06-03,158,0,
2019-06-12 11-06-03,158,0,2019-06-12 11-06-03,158,0,2019-06-12 11-06-03,158,0,2019-06-12 11-06-04,158,0,
2019-06-12 11-06-04,158,0,2019-06-12 11-06-04,158,0,2019-06-12 11-06-04,158,0,2019-06-12 11-06-05,158,0,
2019-06-12 11-06-05,158,0,2019-06-12 11-06-05,158,0,2019-06-12 11-06-05,157,0,2019-06-12 11-06-06,158,0,
2019-06-12 11-06-06,158,0,2019-06-12 11-06-06,158,0,2019-06-12 11-06-06,157,0,2019-06-12 11-06-07,158,0,
2019-06-12 11-06-07,158,0,2019-06-12 11-06-07,158,0,2019-06-12 11-06-07,157,0,2019-06-12 11-06-08,158,0,
2019-06-12 11-06-08,158,0,2019-06-12 11-06-08,158,0,2019-06-12 11-06-08,156,0,2019-06-12 11-06-09,157,0,
2019-06-12 11-06-09,158,0,2019-06-12 11-06-09,157,0,2019-06-12 11-06-09,155,0,2019-06-12 11-06-10,157,0,
2019-06-12 11-06-10,158,0,2019-06-12 11-06-10,156,0,2019-06-12 11-06-10,155,0,2019-06-12 11-06-11,157,0,
2019-06-12 11-06-11,158,0,2019-06-12 11-06-11,156,0,2019-06-12 11-06-11,155,0,2019-06-12 11-06-12,157,0,
2019-06-12 11-06-12,158,0,2019-06-12 11-06-12,157,0,2019-06-12 11-06-12,155,0,2019-06-12 11-06-13,157,0,
2019-06-12 11-06-13,158,0,2019-06-12 11-06-13,156,0,2019-06-12 11-06-13,155,0,2019-06-12 11-06-14,157,0,
2019-06-12 11-06-14,158,0,2019-06-12 11-06-14,156,0,2019-06-12 11-06-14,155,0,2019-06-12 11-06-15,157,0,
2019-06-12 11-06-15,158,0,2019-06-12 11-06-15,156,0,2019-06-12 11-06-15,157,0,2019-06-12 11-06-16,157,0,
2019-06-12 11-06-16,158,0,2019-06-12 11-06-16,158,0,2019-06-12 11-06-16,158,0,2019-06-12 11-06-17,157,0,
2019-06-12 11-06-17,158,0,2019-06-12 11-06-17,158,0,2019-06-12 11-06-17,158,0,2019-06-12 11-06-18,158,0,
2019-06-12 11-06-18,158,0,2019-06-12 11-06-18,158,0,2019-06-12 11-06-18,158,0,2019-06-12 11-06-19,158,0,
2019-06-12 11-06-19,158,0,2019-06-12 11-06-19,158,0,2019-06-12 11-06-19,158,0,2019-06-12 11-06-20,158,0,
2019-06-12 11-06-20,158,0,2019-06-12 11-06-20,158,0,2019-06-12 11-06-20,158,0,2019-06-12 11-06-21,158,0,
2019-06-12 11-06-21,158,0,2019-06-12 11-06-21,158,0,2019-06-12 11-06-21,158,0,2019-06-12 11-06-22,158,0,
2019-06-12 11-06-22,158,0,2019-06-12 11-06-22,158,0,2019-06-12 11-06-22,158,0,2019-06-12 11-06-23,158,0,
2019-06-12 11-06-23,158,0,2019-06-12 11-06-23,158,0,2019-06-12 11-06-23,158,0,2019-06-12 11-06-24,158,0,
2019-06-12 11-06-24,158,0,2019-06-12 11-06-24,158,0,2019-06-12 11-06-24,158,0,2019-06-12 11-06-25,158,0,
2019-06-12 11-06-25,158,0,2019-06-12 11-06-25,158,0,2019-06-12 11-06-25,158,0,2019-06-12 11-06-26,158,0,
2019-06-12 11-06-26,158,0,2019-06-12 11-06-26,158,0,2019-06-12 11-06-26,158,0,2019-06-12 11-06-27,158,0,
2019-06-12 11-06-27,158,0,2019-06-12 11-06-27,158,0,2019-06-12 11-06-27,158,0,2019-06-12 11-06-28,158,0,
2019-06-12 11-06-28,158,0,2019-06-12 11-06-28,158,0,2019-06-12 11-06-28,158,0,2019-06-12 11-06-29,158,0,
2019-06-12 11-06-29,158,0,2019-06-12 11-06-29,158,0,2019-06-12 11-06-29,158,0,2019-06-12 11-06-30,158,0,
2019-06-12 11-06-30,157,0,2019-06-12 11-06-30,157,0,2019-06-12 11-06-30,157,0,2019-06-12 11-06-31,157,0,
2019-06-12 11-06-31,157,0,2019-06-12 11-06-31,156,0,2019-06-12 11-06-31,156,0,2019-06-12 11-06-32,157,0,
2019-06-12 11-06-32,157,0,2019-06-12 11-06-32,156,0,2019-06-12 11-06-32,156,0,2019-06-12 11-06-33,157,0,
2019-06-12 11-06-33,157,0,2019-06-12 11-06-33,156,0,2019-06-12 11-06-33,156,0,2019-06-12 11-06-34,157,0,
2019-06-12 11-06-34,157,0,2019-06-12 11-06-34,155,0,2019-06-12 11-06-34,156,0,2019-06-12 11-06-35,158,0,
2019-06-12 11-06-35,157,0,2019-06-12 11-06-35,155,0,2019-06-12 11-06-35,155,0,2019-06-12 11-06-36,157,0,
2019-06-12 11-06-36,157,0,2019-06-12 11-06-36,155,0,2019-06-12 11-06-36,155,0,2019-06-12 11-06-37,157,0,
2019-06-12 11-06-37,157,0,2019-06-12 11-06-37,155,0,2019-06-12 11-06-37,157,0,2019-06-12 11-06-38,157,0,
2019-06-12 11-06-38,157,0,2019-06-12 11-06-38,157,0,2019-06-12 11-06-38,158,0,2019-06-12 11-06-39,158,0,
2019-06-12 11-06-39,157,0,2019-06-12 11-06-39,157,0,2019-06-12 11-06-39,158,0,2019-06-12 11-06-40,158,0,
2019-06-12 11-06-40,157,0,2019-06-12 11-06-40,158,0,2019-06-12 11-06-40,158,0,2019-06-12 11-06-41,158,0,
2019-06-12 11-06-41,157,0,2019-06-12 11-06-41,157,0,2019-06-12 11-06-41,158,0,2019-06-12 11-06-42,158,0,
2019-06-12 11-06-42,158,0,2019-06-12 11-06-42,157,0,2019-06-12 11-06-42,158,0,2019-06-12 11-06-43,158,0,
2019-06-12 11-06-43,157,0,2019-06-12 11-06-43,158,0,2019-06-12 11-06-43,158,0,2019-06-12 11-06-44,158,0,
2019-06-12 11-06-44,157,0,2019-06-12 11-06-44,158,0,2019-06-12 11-06-44,158,0,2019-06-12 11-06-45,158,0,
2019-06-12 11-06-45,157,0,2019-06-12 11-06-45,158,0,2019-06-12 11-06-45,158,0,2019-06-12 11-06-46,158,0,
2019-06-12 11-06-46,157,0,2019-06-12 11-06-46,158,0,2019-06-12 11-06-46,158,0,2019-06-12 11-06-47,158,0,
2019-06-12 11-06-47,157,0,2019-06-12 11-06-47,158,0,2019-06-12 11-06-47,158,0,2019-06-12 11-06-48,161,0,
2019-06-12 11-06-48,158,0,2019-06-12 11-06-48,158,0,2019-06-12 11-06-48,158,0,2019-06-12 11-06-49,161,0,
2019-06-12 11-06-49,158,0,2019-06-12 11-06-49,158,0,2019-06-12 11-06-49,158,0,2019-06-12 11-06-50,161,0,
2019-06-12 11-06-50,158,0,2019-06-12 11-06-50,158,0,2019-06-12 11-06-50,158,0,2019-06-12 11-06-51,162,0,
2019-06-12 11-06-51,158,0,2019-06-12 11-06-51,158,0,2019-06-12 11-06-51,158,0,2019-06-12 11-06-52,162,0,
2019-06-12 11-06-52,158,0,2019-06-12 11-06-52,158,0,2019-06-12 11-06-52,158,0,2019-06-12 11-06-53,162,0,
2019-06-12 11-06-53,158,0,2019-06-12 11-06-53,158,0,2019-06-12 11-06-53,158,0,2019-06-12 11-06-54,162,0,
2019-06-12 11-06-54,158,0,2019-06-12 11-06-54,158,0,2019-06-12 11-06-54,158,0,2019-06-12 11-06-54,161,0,
2019-06-12 11-06-55,158,0,2019-06-12 11-06-55,158,0,2019-06-12 11-06-55,158,0,2019-06-12 11-06-56,161,0,
2019-06-12 11-06-56,158,0,2019-06-12 11-06-56,158,0,2019-06-12 11-06-56,158,0,2019-06-12 11-06-57,161,0,
2019-06-12 11-06-57,158,0,2019-06-12 11-06-57,158,0,2019-06-12 11-06-57,158,0,2019-06-12 11-06-57,161,0,
2019-06-12 11-06-58,158,0,2019-06-12 11-06-58,158,0,2019-06-12 11-06-58,158,0,2019-06-12 11-06-58,161,0,
2019-06-12 11-06-59,161,0,2019-06-12 11-06-59,158,0,2019-06-12 11-06-59,158,0,2019-06-12 11-07-00,160,0,
2019-06-12 11-07-00,161,0,2019-06-12 11-07-00,158,0,2019-06-12 11-07-00,158,0,2019-06-12 11-07-00,160,0,
2019-06-12 11-07-01,161,0,2019-06-12 11-07-01,158,0,2019-06-12 11-07-01,158,0,2019-06-12 11-07-01,160,0,
2019-06-12 11-07-01,160,0,2019-06-12 11-07-02,158,0,2019-06-12 11-07-02,158,0,2019-06-12 11-07-02,160,0,
2019-06-12 11-07-03,160,0,2019-06-12 11-07-03,158,0,2019-06-12 11-07-03,158,0,2019-06-12 11-07-03,160,0,
2019-06-12 11-07-04,160,0,2019-06-12 11-07-04,158,0,2019-06-12 11-07-04,158,0,2019-06-12 11-07-04,160,0,
2019-06-12 11-07-04,160,0,2019-06-12 11-07-05,158,0,2019-06-12 11-07-05,158,0,2019-06-12 11-07-05,161,0,
2019-06-12 11-07-05,160,0,2019-06-12 11-07-06,158,0,2019-06-12 11-07-06,158,0,2019-06-12 11-07-06,162,0,
2019-06-12 11-07-06,160,0,2019-06-12 11-07-07,158,0,2019-06-12 11-07-07,158,0,2019-06-12 11-07-07,162,0,
2019-06-12 11-07-07,160,0,2019-06-12 11-07-08,158,0,2019-06-12 11-07-08,158,0,2019-06-12 11-07-08,162,0,
2019-06-12 11-07-08,160,0,2019-06-12 11-07-09,158,0,2019-06-12 11-07-09,158,0,2019-06-12 11-07-09,163,0,
2019-06-12 11-07-09,160,0,2019-06-12 11-07-10,158,0,2019-06-12 11-07-10,158,0,2019-06-12 11-07-10,165,0,
2019-06-12 11-07-10,161,0,2019-06-12 11-07-11,158,0,2019-06-12 11-07-11,158,0,2019-06-12 11-07-11,165,0,
2019-06-12 11-07-11,161,0,2019-06-12 11-07-12,158,0,2019-06-12 11-07-12,158,0,2019-06-12 11-07-12,164,0,
2019-06-12 11-07-12,161,0,2019-06-12 11-07-13,158,0,2019-06-12 11-07-13,158,0,2019-06-12 11-07-13,164,0,
2019-06-12 11-07-13,162,0,2019-06-12 11-07-14,158,0,2019-06-12 11-07-14,158,0,2019-06-12 11-07-14,164,0,
2019-06-12 11-07-14,162,0,2019-06-12 11-07-15,158,0,2019-06-12 11-07-15,158,0,2019-06-12 11-07-15,164,0,
2019-06-12 11-07-15,161,0,2019-06-12 11-07-16,158,0,2019-06-12 11-07-16,161,0,2019-06-12 11-07-16,164,0,
2019-06-12 11-07-16,161,0,2019-06-12 11-07-17,161,0,2019-06-12 11-07-17,161,0,2019-06-12 11-07-17,164,0,
2019-06-12 11-07-17,161,0,2019-06-12 11-07-18,162,0,2019-06-12 11-07-18,161,0,2019-06-12 11-07-18,164,0,
2019-06-12 11-07-18,162,0,2019-06-12 11-07-19,162,0,2019-06-12 11-07-19,162,0,2019-06-12 11-07-19,164,0,
2019-06-12 11-07-19,162,0,2019-06-12 11-07-20,162,0,2019-06-12 11-07-20,162,0,2019-06-12 11-07-20,164,0,
2019-06-12 11-07-20,162,0,2019-06-12 11-07-21,162,0,2019-06-12 11-07-21,162,0,2019-06-12 11-07-21,164,0,
2019-06-12 11-07-21,163,0,2019-06-12 11-07-22,161,0,2019-06-12 11-07-22,162,0,2019-06-12 11-07-22,164,0,
2019-06-12 11-07-22,163,0,2019-06-12 11-07-23,162,0,2019-06-12 11-07-23,163,0,2019-06-12 11-07-23,164,0,
2019-06-12 11-07-23,163,0,2019-06-12 11-07-24,162,0,2019-06-12 11-07-24,163,0,2019-06-12 11-07-24,163,0,
2019-06-12 11-07-24,163,0,2019-06-12 11-07-25,162,0,2019-06-12 11-07-25,163,0,2019-06-12 11-07-25,162,0,
2019-06-12 11-07-25,163,0,2019-06-12 11-07-26,162,0,2019-06-12 11-07-26,163,0,2019-06-12 11-07-26,161,0,
2019-06-12 11-07-26,163,0,2019-06-12 11-07-27,162,0,2019-06-12 11-07-27,163,0,2019-06-12 11-07-27,163,0,
2019-06-12 11-07-27,163,0,2019-06-12 11-07-28,162,0,2019-06-12 11-07-28,163,0,2019-06-12 11-07-28,163,0,
2019-06-12 11-07-28,164,0,2019-06-12 11-07-29,162,0,2019-06-12 11-07-29,164,0,2019-06-12 11-07-29,162,0,
2019-06-12 11-07-29,164,0,2019-06-12 11-07-30,162,0,2019-06-12 11-07-30,164,0,2019-06-12 11-07-30,162,0,
2019-06-12 11-07-30,164,0,2019-06-12 11-07-31,162,0,2019-06-12 11-07-31,164,0,2019-06-12 11-07-31,163,0,
2019-06-12 11-07-31,164,0,2019-06-12 11-07-32,162,0,2019-06-12 11-07-32,164,0,2019-06-12 11-07-32,163,0,
2019-06-12 11-07-32,164,0,2019-06-12 11-07-33,162,0,2019-06-12 11-07-33,164,0,2019-06-12 11-07-33,163,0,
2019-06-12 11-07-33,164,0,2019-06-12 11-07-34,163,0,2019-06-12 11-07-34,164,0,2019-06-12 11-07-34,163,0,
2019-06-12 11-07-34,164,0,2019-06-12 11-07-35,163,0,2019-06-12 11-07-35,164,0,2019-06-12 11-07-35,164,0,
2019-06-12 11-07-35,164,0,2019-06-12 11-07-36,163,0,2019-06-12 11-07-36,164,0,2019-06-12 11-07-36,165,0,
2019-06-12 11-07-36,164,0,2019-06-12 11-07-37,163,0,2019-06-12 11-07-37,165,0,2019-06-12 11-07-37,164,0,
2019-06-12 11-07-37,165,0,2019-06-12 11-07-38,164,0,2019-06-12 11-07-38,165,0,2019-06-12 11-07-38,163,0,
2019-06-12 11-07-38,165,0,2019-06-12 11-07-39,164,0,2019-06-12 11-07-39,165,0,2019-06-12 11-07-39,162,0,
2019-06-12 11-07-39,165,0,2019-06-12 11-07-40,164,0,2019-06-12 11-07-40,165,0,2019-06-12 11-07-40,162,0,
2019-06-12 11-07-40,165,0,2019-06-12 11-07-41,165,0,2019-06-12 11-07-41,165,0,2019-06-12 11-07-41,162,0,
2019-06-12 11-07-41,165,0,2019-06-12 11-07-42,165,0,2019-06-12 11-07-42,165,0,2019-06-12 11-07-42,161,0,
2019-06-12 11-07-42,165,0,2019-06-12 11-07-43,166,0,2019-06-12 11-07-43,166,0,2019-06-12 11-07-43,160,0,
2019-06-12 11-07-43,165,0,2019-06-12 11-07-44,167,0,2019-06-12 11-07-44,167,0,2019-06-12 11-07-44,160,0,
2019-06-12 11-07-44,165,0,2019-06-12 11-07-45,167,0,2019-06-12 11-07-45,166,0,2019-06-12 11-07-45,160,0,
2019-06-12 11-07-45,165,0,2019-06-12 11-07-46,167,0,2019-06-12 11-07-46,167,0,2019-06-12 11-07-46,161,0,
2019-06-12 11-07-46,165,0,2019-06-12 11-07-47,168,0,2019-06-12 11-07-47,168,0,2019-06-12 11-07-47,161,0,
2019-06-12 11-07-47,166,0,2019-06-12 11-07-48,168,0,2019-06-12 11-07-48,168,0,2019-06-12 11-07-48,162,0,
2019-06-12 11-07-48,167,0,2019-06-12 11-07-49,168,0,2019-06-12 11-07-49,168,0,2019-06-12 11-07-49,162,0,
2019-06-12 11-07-49,167,0,2019-06-12 11-07-50,168,0,2019-06-12 11-07-50,167,0,2019-06-12 11-07-50,162,0,
2019-06-12 11-07-50,166,0,2019-06-12 11-07-51,168,0,2019-06-12 11-07-51,167,0,2019-06-12 11-07-51,161,0,
2019-06-12 11-07-51,166,0,2019-06-12 11-07-52,168,0,2019-06-12 11-07-52,168,0,2019-06-12 11-07-52,161,0,
2019-06-12 11-07-52,166,0,2019-06-12 11-07-53,167,0,2019-06-12 11-07-53,168,0,2019-06-12 11-07-53,160,0,
2019-06-12 11-07-53,166,0,2019-06-12 11-07-54,167,0,2019-06-12 11-07-54,168,0,2019-06-12 11-07-54,160,0,
2019-06-12 11-07-54,166,0,2019-06-12 11-07-55,168,0,2019-06-12 11-07-55,168,0,2019-06-12 11-07-55,160,0,
2019-06-12 11-07-55,166,0,2019-06-12 11-07-56,168,0,2019-06-12 11-07-56,168,0,2019-06-12 11-07-56,161,0,
2019-06-12 11-07-56,167,0,2019-06-12 11-07-57,168,0,2019-06-12 11-07-57,169,0,2019-06-12 11-07-57,161,0,
2019-06-12 11-07-57,167,0,2019-06-12 11-07-58,169,0,2019-06-12 11-07-58,169,0,2019-06-12 11-07-58,162,0,
2019-06-12 11-07-58,168,0,2019-06-12 11-07-59,168,0,2019-06-12 11-07-59,168,0,2019-06-12 11-07-59,162,0,
2019-06-12 11-07-59,168,0,2019-06-12 11-08-00,169,0,2019-06-12 11-08-00,169,0,2019-06-12 11-08-00,162,0,
2019-06-12 11-08-00,168,0,2019-06-12 11-08-01,168,0,2019-06-12 11-08-01,168,0,2019-06-12 11-08-01,161,0,
2019-06-12 11-08-01,168,0,2019-06-12 11-08-02,168,0,2019-06-12 11-08-02,169,0,2019-06-12 11-08-02,161,0,
2019-06-12 11-08-02,168,0,2019-06-12 11-08-03,168,0,2019-06-12 11-08-03,168,0,2019-06-12 11-08-03,160,0,
2019-06-12 11-08-03,168,0,2019-06-12 11-08-04,168,0,2019-06-12 11-08-04,168,0,2019-06-12 11-08-04,160,0,
2019-06-12 11-08-04,168,0,2019-06-12 11-08-05,168,0,2019-06-12 11-08-05,169,0,2019-06-12 11-08-05,160,0,
2019-06-12 11-08-05,167,0,2019-06-12 11-08-06,168,0,2019-06-12 11-08-06,169,0,2019-06-12 11-08-06,160,0,
2019-06-12 11-08-06,167,0,2019-06-12 11-08-07,168,0,2019-06-12 11-08-07,169,0,2019-06-12 11-08-07,160,0,
2019-06-12 11-08-07,167,0,2019-06-12 11-08-08,169,0,2019-06-12 11-08-08,169,0,2019-06-12 11-08-08,160,0,
2019-06-12 11-08-08,169,0,2019-06-12 11-08-09,169,0,2019-06-12 11-08-09,169,0,2019-06-12 11-08-09,160,0,
2019-06-12 11-08-09,169,0,2019-06-12 11-08-10,169,0,2019-06-12 11-08-10,169,0,2019-06-12 11-08-10,160,0,
2019-06-12 11-08-10,169,0,2019-06-12 11-08-11,169,0,2019-06-12 11-08-11,169,0,2019-06-12 11-08-11,160,0,
2019-06-12 11-08-11,169,0,2019-06-12 11-08-12,169,0,2019-06-12 11-08-12,169,0,2019-06-12 11-08-12,159,0,
2019-06-12 11-08-12,169,0,2019-06-12 11-08-13,169,0,2019-06-12 11-08-13,169,0,2019-06-12 11-08-13,159,0,
2019-06-12 11-08-13,170,0,2019-06-12 11-08-14,169,0,2019-06-12 11-08-14,169,0,2019-06-12 11-08-14,159,0,
2019-06-12 11-08-14,170,0,2019-06-12 11-08-15,169,0,2019-06-12 11-08-15,169,0,2019-06-12 11-08-15,158,0,
2019-06-12 11-08-15,170,0,2019-06-12 11-08-16,169,0,2019-06-12 11-08-16,169,0,2019-06-12 11-08-16,157,0,
2019-06-12 11-08-16,170,0,2019-06-12 11-08-17,169,0,2019-06-12 11-08-17,169,0,2019-06-12 11-08-17,157,0,
2019-06-12 11-08-17,169,0,2019-06-12 11-08-18,170,0,2019-06-12 11-08-18,170,0,2019-06-12 11-08-18,157,0,
2019-06-12 11-08-18,169,0,2019-06-12 11-08-19,170,0,2019-06-12 11-08-19,170,0,2019-06-12 11-08-19,156,0,
2019-06-12 11-08-19,169,0,2019-06-12 11-08-20,170,0,2019-06-12 11-08-20,170,0,2019-06-12 11-08-20,156,0,
2019-06-12 11-08-20,168,0,2019-06-12 11-08-21,170,0,2019-06-12 11-08-21,170,0,2019-06-12 11-08-21,155,0,
2019-06-12 11-08-21,168,0,2019-06-12 11-08-22,170,0,2019-06-12 11-08-22,170,0,2019-06-12 11-08-22,157,0,
2019-06-12 11-08-22,168,0,2019-06-12 11-08-23,170,0,2019-06-12 11-08-23,170,0,2019-06-12 11-08-23,157,0,
2019-06-12 11-08-23,168,0,2019-06-12 11-08-24,170,0,2019-06-12 11-08-24,169,0,2019-06-12 11-08-24,159,0,
2019-06-12 11-08-24,168,0,2019-06-12 11-08-25,170,0,2019-06-12 11-08-25,169,0,2019-06-12 11-08-25,159,0,
2019-06-12 11-08-25,168,0,2019-06-12 11-08-26,170,0,2019-06-12 11-08-26,169,0,2019-06-12 11-08-26,162,0,
2019-06-12 11-08-26,168,0,2019-06-12 11-08-27,170,0,2019-06-12 11-08-27,169,0,2019-06-12 11-08-27,162,0,
2019-06-12 11-08-27,168,0,2019-06-12 11-08-28,170,0,2019-06-12 11-08-28,169,0,2019-06-12 11-08-28,163,0,
2019-06-12 11-08-28,169,0,2019-06-12 11-08-29,170,0,2019-06-12 11-08-29,170,0,2019-06-12 11-08-29,163,0,
2019-06-12 11-08-29,168,0,2019-06-12 11-08-30,170,0,2019-06-12 11-08-30,170,0,2019-06-12 11-08-30,163,0,
2019-06-12 11-08-30,168,0,2019-06-12 11-08-31,170,0,2019-06-12 11-08-31,169,0,2019-06-12 11-08-31,163,0,
2019-06-12 11-08-31,168,0,2019-06-12 11-08-32,170,0,2019-06-12 11-08-32,169,0,2019-06-12 11-08-32,164,0,
2019-06-12 11-08-32,169,0,2019-06-12 11-08-33,170,0,2019-06-12 11-08-33,169,0,2019-06-12 11-08-33,164,0,
2019-06-12 11-08-33,169,0,2019-06-12 11-08-34,170,0,2019-06-12 11-08-34,169,0,2019-06-12 11-08-34,163,0,
2019-06-12 11-08-34,171,0,2019-06-12 11-08-35,170,0,2019-06-12 11-08-35,169,0,2019-06-12 11-08-35,162,0,
