Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,
TIME,HR,CPM,TIME,HR,CPM,TIME,HR,CPM,TIME,HR,CPM,
2019-06-12 11-26-58,146,0,2019-06-12 11-26-58,146,0,2019-06-12 11-26-56,146,0,2019-06-12 11-26-57,150,0,
2019-06-12 11-26-59,146,0,2019-06-12 11-26-59,146,0,2019-06-12 11-26-57,146,0,2019-06-12 11-26-58,150,0,
2019-06-12 11-26-59,146,0,2019-06-12 11-27-00,146,0,2019-06-12 11-26-58,146,0,2019-06-12 11-26-59,149,0,
2019-06-12 11-27-00,146,0,2019-06-12 11-27-01,146,0,2019-06-12 11-26-59,146,0,2019-06-12 11-27-00,149,0,
2019-06-12 11-27-01,146,0,2019-06-12 11-27-02,146,0,2019-06-12 11-27-00,146,0,2019-06-12 11-27-01,149,0,
2019-06-12 11-27-02,146,0,2019-06-12 11-27-03,146,0,2019-06-12 11-27-01,146,0,2019-06-12 11-27-02,148,0,
2019-06-12 11-27-03,146,0,2019-06-12 11-27-04,146,0,2019-06-12 11-27-02,146,0,2019-06-12 11-27-03,148,0,
2019-06-12 11-27-04,146,0,2019-06-12 11-27-05,146,0,2019-06-12 11-27-03,146,0,2019-06-12 11-27-04,148,0,
2019-06-12 11-27-05,146,0,2019-06-12 11-27-06,146,0,2019-06-12 11-27-04,146,0,2019-06-12 11-27-05,147,0,
2019-06-12 11-27-06,146,0,2019-06-12 11-27-07,146,0,2019-06-12 11-27-05,146,0,2019-06-12 11-27-06,147,0,
2019-06-12 11-27-07,146,0,2019-06-12 11-27-08,146,0,2019-06-12 11-27-06,146,0,2019-06-12 11-27-07,151,0,
2019-06-12 11-27-08,146,0,2019-06-12 11-27-09,146,0,2019-06-12 11-27-07,146,0,2019-06-12 11-27-08,150,0,
2019-06-12 11-27-09,146,0,2019-06-12 11-27-10,146,0,2019-06-12 11-27-08,146,0,2019-06-12 11-27-09,150,0,
2019-06-12 11-27-10,146,0,2019-06-12 11-27-11,146,0,2019-06-12 11-27-09,146,0,2019-06-12 11-27-10,150,0,
2019-06-12 11-27-11,146,0,2019-06-12 11-27-12,146,0,2019-06-12 11-27-10,146,0,2019-06-12 11-27-11,152,0,
2019-06-12 11-27-12,146,0,2019-06-12 11-27-13,146,0,2019-06-12 11-27-11,146,0,2019-06-12 11-27-12,151,0,
2019-06-12 11-27-13,146,0,2019-06-12 11-27-14,146,0,2019-06-12 11-27-12,146,0,2019-06-12 11-27-13,151,0,
2019-06-12 11-27-14,146,0,2019-06-12 11-27-15,146,0,2019-06-12 11-27-13,146,0,2019-06-12 11-27-14,150,0,
2019-06-12 11-27-15,146,0,2019-06-12 11-27-16,146,0,2019-06-12 11-27-14,146,0,2019-06-12 11-27-15,150,0,
2019-06-12 11-27-16,146,0,2019-06-12 11-27-17,146,0,2019-06-12 11-27-15,146,0,2019-06-12 11-27-16,150,0,
2019-06-12 11-27-17,146,0,2019-06-12 11-27-18,146,0,2019-06-12 11-27-16,146,0,2019-06-12 11-27-17,149,0,
2019-06-12 11-27-18,146,0,2019-06-12 11-27-19,146,0,2019-06-12 11-27-17,146,0,2019-06-12 11-27-18,149,0,
2019-06-12 11-27-19,150,0,2019-06-12 11-27-20,146,0,2019-06-12 11-27-18,146,0,2019-06-12 11-27-19,149,0,
2019-06-12 11-27-20,150,0,2019-06-12 11-27-21,146,0,2019-06-12 11-27-19,146,0,2019-06-12 11-27-20,149,0,
2019-06-12 11-27-21,149,0,2019-06-12 11-27-22,146,0,2019-06-12 11-27-20,146,0,2019-06-12 11-27-21,148,0,
2019-06-12 11-27-22,149,0,2019-06-12 11-27-23,146,0,2019-06-12 11-27-21,146,0,2019-06-12 11-27-22,148,0,
2019-06-12 11-27-23,149,0,2019-06-12 11-27-24,146,0,2019-06-12 11-27-22,146,0,2019-06-12 11-27-23,148,0,
2019-06-12 11-27-24,151,0,2019-06-12 11-27-25,146,0,2019-06-12 11-27-23,146,0,2019-06-12 11-27-24,151,0,
2019-06-12 11-27-25,150,0,2019-06-12 11-27-26,149,0,2019-06-12 11-27-24,146,0,2019-06-12 11-27-25,151,0,
2019-06-12 11-27-26,150,0,2019-06-12 11-27-27,151,0,2019-06-12 11-27-25,146,0,2019-06-12 11-27-26,150,0,
2019-06-12 11-27-27,149,0,2019-06-12 11-27-28,151,0,2019-06-12 11-27-26,146,0,2019-06-12 11-27-27,150,0,
2019-06-12 11-27-28,149,0,2019-06-12 11-27-29,150,0,2019-06-12 11-27-27,146,0,2019-06-12 11-27-28,152,0,
2019-06-12 11-27-29,149,0,2019-06-12 11-27-30,150,0,2019-06-12 11-27-28,146,0,2019-06-12 11-27-29,151,0,
2019-06-12 11-27-30,148,0,2019-06-12 11-27-31,149,0,2019-06-12 11-27-29,146,0,2019-06-12 11-27-30,151,0,
2019-06-12 11-27-31,148,0,2019-06-12 11-27-32,149,0,2019-06-12 11-27-30,146,0,2019-06-12 11-27-31,150,0,
2019-06-12 11-27-32,148,0,2019-06-12 11-27-33,149,0,2019-06-12 11-27-31,146,0,2019-06-12 11-27-32,152,0,
2019-06-12 11-27-33,148,0,2019-06-12 11-27-34,148,0,2019-06-12 11-27-32,146,0,2019-06-12 11-27-33,151,0,
2019-06-12 11-27-34,148,0,2019-06-12 11-27-35,148,0,2019-06-12 11-27-33,146,0,2019-06-12 11-27-34,152,0,
2019-06-12 11-27-35,147,0,2019-06-12 11-27-36,148,0,2019-06-12 11-27-34,146,0,2019-06-12 11-27-35,152,0,
2019-06-12 11-27-36,147,0,2019-06-12 11-27-37,148,0,2019-06-12 11-27-35,146,0,2019-06-12 11-27-36,151,0,
2019-06-12 11-27-37,147,0,2019-06-12 11-27-38,148,0,2019-06-12 11-27-36,146,0,2019-06-12 11-27-37,152,0,
2019-06-12 11-27-38,147,0,2019-06-12 11-27-39,148,0,2019-06-12 11-27-37,146,0,2019-06-12 11-27-38,152,0,
2019-06-12 11-27-39,147,0,2019-06-12 11-27-40,147,0,2019-06-12 11-27-38,146,0,2019-06-12 11-27-39,152,0,
2019-06-12 11-27-40,149,0,2019-06-12 11-27-41,147,0,2019-06-12 11-27-39,146,0,2019-06-12 11-27-40,152,0,
2019-06-12 11-27-41,149,0,2019-06-12 11-27-42,147,0,2019-06-12 11-27-40,146,0,2019-06-12 11-27-41,152,0,
2019-06-12 11-27-42,148,0,2019-06-12 11-27-43,147,0,2019-06-12 11-27-41,146,0,2019-06-12 11-27-42,151,0,
2019-06-12 11-27-43,148,0,2019-06-12 11-27-44,147,0,2019-06-12 11-27-42,146,0,2019-06-12 11-27-43,151,0,
2019-06-12 11-27-44,147,0,2019-06-12 11-27-44,147,0,2019-06-12 11-27-43,146,0,2019-06-12 11-27-44,150,0,
2019-06-12 11-27-45,147,0,2019-06-12 11-27-46,147,0,2019-06-12 11-27-44,146,0,2019-06-12 11-27-45,150,0,
2019-06-12 11-27-46,147,0,2019-06-12 11-27-47,147,0,2019-06-12 11-27-45,146,0,2019-06-12 11-27-46,152,0,
2019-06-12 11-27-47,147,0,2019-06-12 11-27-47,147,0,2019-06-12 11-27-46,146,0,2019-06-12 11-27-47,151,0,
2019-06-12 11-27-48,147,0,2019-06-12 11-27-49,147,0,2019-06-12 11-27-47,146,0,2019-06-12 11-27-48,151,0,
2019-06-12 11-27-49,147,0,2019-06-12 11-27-50,147,0,2019-06-12 11-27-48,146,0,2019-06-12 11-27-49,152,0,
2019-06-12 11-27-50,147,0,2019-06-12 11-27-50,147,0,2019-06-12 11-27-49,146,0,2019-06-12 11-27-50,151,0,
2019-06-12 11-27-51,147,0,2019-06-12 11-27-51,147,0,2019-06-12 11-27-50,146,0,2019-06-12 11-27-51,151,0,
2019-06-12 11-27-52,146,0,2019-06-12 11-27-52,146,0,2019-06-12 11-27-51,146,0,2019-06-12 11-27-52,150,0,
2019-06-12 11-27-53,146,0,2019-06-12 11-27-53,146,0,2019-06-12 11-27-52,146,0,2019-06-12 11-27-53,150,0,
2019-06-12 11-27-54,146,0,2019-06-12 11-27-54,146,0,2019-06-12 11-27-53,146,0,2019-06-12 11-27-54,150,0,
2019-06-12 11-27-55,146,0,2019-06-12 11-27-55,146,0,2019-06-12 11-27-54,146,0,2019-06-12 11-27-55,149,0,
2019-06-12 11-27-56,146,0,2019-06-12 11-27-56,146,0,2019-06-12 11-27-55,146,0,2019-06-12 11-27-56,149,0,
2019-06-12 11-27-57,146,0,2019-06-12 11-27-57,146,0,2019-06-12 11-27-56,146,0,2019-06-12 11-27-57,149,0,
2019-06-12 11-27-58,146,0,2019-06-12 11-27-58,146,0,2019-06-12 11-27-57,146,0,2019-06-12 11-27-58,148,0,
2019-06-12 11-27-59,146,0,2019-06-12 11-27-59,146,0,2019-06-12 11-27-58,146,0,2019-06-12 11-27-59,148,0,
2019-06-12 11-28-00,146,0,2019-06-12 11-28-00,146,0,2019-06-12 11-27-59,146,0,2019-06-12 11-28-00,148,0,
2019-06-12 11-28-01,146,0,2019-06-12 11-28-01,146,0,2019-06-12 11-28-00,146,0,2019-06-12 11-28-01,148,0,
2019-06-12 11-28-02,151,0,2019-06-12 11-28-02,146,0,2019-06-12 11-28-01,146,0,2019-06-12 11-28-02,150,0,
2019-06-12 11-28-03,150,0,2019-06-12 11-28-03,146,0,2019-06-12 11-28-02,146,0,2019-06-12 11-28-03,150,0,
2019-06-12 11-28-04,152,0,2019-06-12 11-28-04,146,0,2019-06-12 11-28-03,146,0,2019-06-12 11-28-04,151,0,
2019-06-12 11-28-05,152,0,2019-06-12 11-28-05,146,0,2019-06-12 11-28-04,146,0,2019-06-12 11-28-05,151,0,
2019-06-12 11-28-06,151,0,2019-06-12 11-28-06,146,0,2019-06-12 11-28-05,146,0,2019-06-12 11-28-06,151,0,
2019-06-12 11-28-07,152,0,2019-06-12 11-28-07,147,0,2019-06-12 11-28-06,146,0,2019-06-12 11-28-07,150,0,
2019-06-12 11-28-08,152,0,2019-06-12 11-28-08,147,0,2019-06-12 11-28-07,150,0,2019-06-12 11-28-08,152,0,
2019-06-12 11-28-09,152,0,2019-06-12 11-28-09,148,0,2019-06-12 11-28-08,150,0,2019-06-12 11-28-09,151,0,
2019-06-12 11-28-10,152,0,2019-06-12 11-28-10,148,0,2019-06-12 11-28-09,149,0,2019-06-12 11-28-10,152,0,
2019-06-12 11-28-11,151,0,2019-06-12 11-28-11,150,0,2019-06-12 11-28-10,152,0,2019-06-12 11-28-11,152,0,
2019-06-12 11-28-12,150,0,2019-06-12 11-28-12,150,0,2019-06-12 11-28-11,152,0,2019-06-12 11-28-12,152,0,
2019-06-12 11-28-13,150,0,2019-06-12 11-28-13,149,0,2019-06-12 11-28-12,151,0,2019-06-12 11-28-13,152,0,
2019-06-12 11-28-14,151,0,2019-06-12 11-28-14,149,0,2019-06-12 11-28-13,152,0,2019-06-12 11-28-14,152,0,
2019-06-12 11-28-15,150,0,2019-06-12 11-28-15,149,0,2019-06-12 11-28-14,151,0,2019-06-12 11-28-15,151,0,
2019-06-12 11-28-16,150,0,2019-06-12 11-28-16,148,0,2019-06-12 11-28-15,151,0,2019-06-12 11-28-16,151,0,
2019-06-12 11-28-17,150,0,2019-06-12 11-28-17,148,0,2019-06-12 11-28-16,154,0,2019-06-12 11-28-17,151,0,
2019-06-12 11-28-18,149,0,2019-06-12 11-28-18,148,0,2019-06-12 11-28-17,154,0,2019-06-12 11-28-18,152,0,
2019-06-12 11-28-19,149,0,2019-06-12 11-28-19,148,0,2019-06-12 11-28-18,154,0,2019-06-12 11-28-19,152,0,
2019-06-12 11-28-20,151,0,2019-06-12 11-28-20,148,0,2019-06-12 11-28-19,154,0,2019-06-12 11-28-20,152,0,
2019-06-12 11-28-21,152,0,2019-06-12 11-28-21,148,0,2019-06-12 11-28-20,155,0,2019-06-12 11-28-21,152,0,
2019-06-12 11-28-22,155,0,2019-06-12 11-28-22,151,0,2019-06-12 11-28-21,155,0,2019-06-12 11-28-22,152,0,
2019-06-12 11-28-23,154,0,2019-06-12 11-28-23,151,0,2019-06-12 11-28-22,157,0,2019-06-12 11-28-23,152,0,
2019-06-12 11-28-24,154,0,2019-06-12 11-28-24,152,0,2019-06-12 11-28-23,156,0,2019-06-12 11-28-24,152,0,
2019-06-12 11-28-25,154,0,2019-06-12 11-28-25,152,0,2019-06-12 11-28-24,156,0,2019-06-12 11-28-25,152,0,
2019-06-12 11-28-26,153,0,2019-06-12 11-28-26,152,0,2019-06-12 11-28-25,155,0,2019-06-12 11-28-26,152,0,
2019-06-12 11-28-27,153,0,2019-06-12 11-28-27,152,0,2019-06-12 11-28-26,154,0,2019-06-12 11-28-27,152,0,
2019-06-12 11-28-28,153,0,2019-06-12 11-28-28,152,0,2019-06-12 11-28-27,157,0,2019-06-12 11-28-28,152,0,
2019-06-12 11-28-29,153,0,2019-06-12 11-28-29,152,0,2019-06-12 11-28-28,157,0,2019-06-12 11-28-29,152,0,
2019-06-12 11-28-30,153,0,2019-06-12 11-28-30,152,0,2019-06-12 11-28-29,156,0,2019-06-12 11-28-30,152,0,
2019-06-12 11-28-31,154,0,2019-06-12 11-28-31,152,0,2019-06-12 11-28-30,156,0,2019-06-12 11-28-31,152,0,
2019-06-12 11-28-32,153,0,2019-06-12 11-28-32,152,0,2019-06-12 11-28-31,155,0,2019-06-12 11-28-32,152,0,
2019-06-12 11-28-33,153,0,2019-06-12 11-28-33,152,0,2019-06-12 11-28-32,155,0,2019-06-12 11-28-33,152,0,
2019-06-12 11-28-34,153,0,2019-06-12 11-28-34,152,0,2019-06-12 11-28-33,155,0,2019-06-12 11-28-34,152,0,
2019-06-12 11-28-35,153,0,2019-06-12 11-28-35,152,0,2019-06-12 11-28-34,155,0,2019-06-12 11-28-35,152,0,
2019-06-12 11-28-36,153,0,2019-06-12 11-28-36,152,0,2019-06-12 11-28-35,154,0,2019-06-12 11-28-36,152,0,
2019-06-12 11-28-37,152,0,2019-06-12 11-28-37,152,0,2019-06-12 11-28-36,154,0,2019-06-12 11-28-37,152,0,
2019-06-12 11-28-38,152,0,2019-06-12 11-28-38,152,0,2019-06-12 11-28-37,154,0,2019-06-12 11-28-38,152,0,
2019-06-12 11-28-39,152,0,2019-06-12 11-28-39,152,0,2019-06-12 11-28-38,153,0,2019-06-12 11-28-39,152,0,
2019-06-12 11-28-40,151,0,2019-06-12 11-28-40,152,0,2019-06-12 11-28-39,153,0,2019-06-12 11-28-40,152,0,
2019-06-12 11-28-41,152,0,2019-06-12 11-28-41,151,0,2019-06-12 11-28-40,152,0,2019-06-12 11-28-41,151,0,
2019-06-12 11-35-12,131,0,2019-06-12 11-35-12,132,0,2019-06-12 11-28-41,152,0,2019-06-12 11-35-12,130,0,
2019-06-12 11-35-13,131,0,2019-06-12 11-35-13,131,0,2019-06-12 11-35-12,130,0,2019-06-12 11-35-13,130,0,
2019-06-12 11-35-14,130,0,2019-06-12 11-35-14,131,0,2019-06-12 11-35-13,130,0,2019-06-12 11-35-14,128,0,
2019-06-12 11-35-15,130,0,2019-06-12 11-35-15,130,0,2019-06-12 11-35-14,130,0,2019-06-12 11-35-15,128,0,
2019-06-12 11-35-16,130,0,2019-06-12 11-35-16,129,0,2019-06-12 11-35-15,130,0,2019-06-12 11-35-16,129,0,
2019-06-12 11-35-17,131,0,2019-06-12 11-35-17,128,0,2019-06-12 11-35-16,129,0,2019-06-12 11-35-17,130,0,
2019-06-12 11-35-18,132,0,2019-06-12 11-35-18,127,0,2019-06-12 11-35-17,128,0,2019-06-12 11-35-18,131,0,
2019-06-12 11-35-19,132,0,2019-06-12 11-35-19,126,0,2019-06-12 11-35-18,127,0,2019-06-12 11-35-19,132,0,
2019-06-12 11-35-20,131,0,2019-06-12 11-35-20,126,0,2019-06-12 11-35-19,127,0,2019-06-12 11-35-20,133,0,
2019-06-12 11-35-21,132,0,2019-06-12 11-35-21,127,0,2019-06-12 11-35-20,126,0,2019-06-12 11-35-21,133,0,
2019-06-12 11-35-22,133,0,2019-06-12 11-35-22,126,0,2019-06-12 11-35-21,126,0,2019-06-12 11-35-22,132,0,
2019-06-12 11-35-23,134,0,2019-06-12 11-35-23,125,0,2019-06-12 11-35-22,125,0,2019-06-12 11-35-23,132,0,
2019-06-12 11-35-24,134,0,2019-06-12 11-35-24,124,0,2019-06-12 11-35-23,125,0,2019-06-12 11-35-24,133,0,
2019-06-12 11-35-25,133,0,2019-06-12 11-35-25,122,0,2019-06-12 11-35-24,124,0,2019-06-12 11-35-25,132,0,
2019-06-12 11-35-26,134,0,2019-06-12 11-35-26,121,0,2019-06-12 11-35-25,121,0,2019-06-12 11-35-26,132,0,
2019-06-12 11-35-27,134,0,2019-06-12 11-35-27,120,0,2019-06-12 11-35-26,120,0,2019-06-12 11-35-27,132,0,
2019-06-12 11-35-28,135,0,2019-06-12 11-35-28,120,0,2019-06-12 11-35-27,119,0,2019-06-12 11-35-28,132,0,
2019-06-12 11-35-29,136,0,2019-06-12 11-35-29,119,0,2019-06-12 11-35-28,119,0,2019-06-12 11-35-29,132,0,
2019-06-12 11-35-30,135,0,2019-06-12 11-35-30,119,0,2019-06-12 11-35-29,118,0,2019-06-12 11-35-30,133,0,
2019-06-12 11-35-31,136,0,2019-06-12 11-35-31,118,0,2019-06-12 11-35-30,118,0,2019-06-12 11-35-31,132,0,
2019-06-12 11-35-32,137,0,2019-06-12 11-35-32,116,0,2019-06-12 11-35-31,118,0,2019-06-12 11-35-32,132,0,
2019-06-12 11-35-33,138,0,2019-06-12 11-35-33,117,0,2019-06-12 11-35-32,118,0,2019-06-12 11-35-33,132,0,
2019-06-12 11-35-34,138,0,2019-06-12 11-35-34,117,0,2019-06-12 11-35-33,117,0,2019-06-12 11-35-34,133,0,
2019-06-12 11-35-35,137,0,2019-06-12 11-35-35,117,0,2019-06-12 11-35-34,117,0,2019-06-12 11-35-35,132,0,
2019-06-12 11-35-36,135,0,2019-06-12 11-35-36,117,0,2019-06-12 11-35-35,117,0,2019-06-12 11-35-36,131,0,
